player_id,player_name,position,prior_team,target_season,career_state,career_flags,target_age,prior_seasons,prior_games,full_prior_seasons,latest_games,latest_rate,older_rate,rate_trend_pct,opportunity_trend_pct,latest_percentile,role_bucket,role_rank,role_stability,star_flag,shortened_prior,cohort_rows,cohort_rate,history_weight,state_adjustment,evidence_floor,predicted_games,contract_status,contract_decision_type,contract_rebound_research,generic_role_rate,identity_raw_rate,identity_shrunk_rate,identity_state_rate,identity_guardrail_rate,identity_contract_rate,generic_role_total,identity_raw_total,identity_shrunk_total,identity_state_total,identity_guardrail_total,identity_contract_total,generic_role_eq17,identity_raw_eq17,identity_shrunk_eq17,identity_state_eq17,identity_guardrail_eq17,identity_contract_eq17,forecast_team,forecast_position,current_roster_match,target_position,target_team,target_role,prior_role,target_room_ordinal,depth_verified,target_role_source,priorTeam,targetTeam,newTeam,priorQuarterbackId,targetQuarterbackId,targetQuarterback,newQuarterback,quarterbackRateDeltaPct,quarterbackFactor,priorSchemeValue,destinationSchemeValue,schemeDeltaPct,schemeFactor,newHeadCoach,newOffensiveCoordinator,offensiveContinuity,coachContinuityScore,coachingNote,seasonMatchupIndex,seasonMatchupFactor,nextOpponent,nextMatchupIndex,nextMatchupFactor,combinedFactor,role_generic_rate,last_year_raw_rate,last_year_rate,last_year_context_rate,last_year_games,last_year_reported_rate,older_fallback_rate,last_year_sample_weight,projection_blend_weight,context_eligible,projected_games_v21,role_generic_total,last_season_total,last_season_context_total,productionChanged,last_season_rate,last_season_context_rate,playerName,team,primaryMetric,role,roleSource,officialProjection,candidateProjection,delta,actualGames,candidateRemainingGames,nextGameRate,newsSignal,newsModifier,newsApplied
00-0033106,Jared Goff,QB,DET,2026.000000,PEAK,,31.883591,3.000000,51.000000,3.000000,17.000000,268.470588,271.182353,-0.999978,2.828678,77.404922,STARTER,1.000000,HIGH,False,False,171.000000,241.600000,0.927273,1.000000,0.000000,16.809524,UNKNOWN,,False,245.000000,269.879613,267.822914,267.822914,267.822914,267.822914,4118.333333,4536.547784,4501.975651,4501.975651,4501.975651,4501.975651,4165.000000,4587.953424,4552.989539,4552.989539,4552.989539,4552.989539,DET,QB,True,QB,DET,STARTER,STARTER,1,True,Ourlads depth chart,DET,DET,False,00-0033106,4597679,Luke Altmyer,False,0.000000,1.000000,34.117647,34.117647,0.000000,1.000000,False,True,MEDIUM,,Head coach retained; offensive coordinator changed.,0.965271,0.991318,NO,0.873391,0.968348,0.991318,245.000000,268.741765,266.130170,263.819529,17.000000,268.470588,271.182353,0.900000,0.890000,True,16.800000,4165.000000,4470.986863,4432.168080,False,266.130170,263.819529,Jared Goff,DET,passingYards,STARTER,Ourlads depth chart,1784.000000,4432.168080,2648.168080,0.000000,16.800000,255.469068,,1.000000,False
00-0033077,Dak Prescott,QB,DAL,2026.000000,PEAK,,33.093746,3.000000,42.000000,3.000000,17.000000,267.764706,253.688971,5.548422,-0.255595,76.286353,STARTER,1.000000,MEDIUM,False,False,171.000000,241.600000,0.913043,1.000000,0.000000,14.677778,UNKNOWN,,False,245.000000,261.210783,259.505498,259.505498,259.505498,259.505498,3596.055556,3833.993829,3808.964027,3808.964027,3808.964027,3808.964027,4165.000000,4440.583314,4411.593461,4411.593461,4411.593461,4411.593461,DAL,QB,True,QB,DAL,STARTER,STARTER,1,True,Ourlads depth chart,DAL,DAL,False,00-0033077,4360698,Joe Milton III,False,-82.914104,1.000000,36.705882,36.705882,0.000000,1.000000,False,True,MEDIUM,,Head coach retained; offensive coordinator changed.,1.041472,1.010368,NYG,1.018171,1.004543,1.010368,245.000000,266.357132,264.007848,266.745082,17.000000,267.764706,253.688971,0.900000,0.890000,True,15.747000,4165.000000,4157.331581,4200.434811,False,264.007848,266.745082,Dak Prescott,DAL,passingYards,STARTER,Ourlads depth chart,1743.000000,4200.434811,2457.434811,0.000000,15.747000,267.956846,,1.000000,False
00-0036971,Trevor Lawrence,QB,JAX,2026.000000,ESTABLISHED,,26.906076,3.000000,43.000000,3.000000,17.000000,235.705882,220.775000,6.762941,6.960554,48.545861,STARTER,1.000000,HIGH,False,False,204.000000,225.507692,0.895833,1.000000,0.000000,14.804545,UNKNOWN,,False,245.000000,228.654562,228.326763,228.326763,228.326763,228.326763,3627.113636,3385.126858,3380.273944,3380.273944,3380.273944,3380.273944,4165.000000,3887.127555,3881.554974,3881.554974,3881.554974,3881.554974,JAX,QB,True,QB,JAX,STARTER,STARTER,2,True,Ourlads depth chart,JAX,JAX,False,00-0036971,4360310,Trevor Lawrence,False,0.000000,1.000000,33.117647,33.117647,0.000000,1.000000,False,False,HIGH,,Offensive leadership retained.,1.046292,1.011573,CLE,0.834644,0.960000,1.011573,245.000000,234.212794,235.291514,238.014564,17.000000,235.705882,220.775000,0.900000,0.900000,True,15.918000,4165.000000,3745.370327,3788.715836,False,235.291514,238.014564,Trevor Lawrence,JAX,passingYards,STARTER,Ourlads depth chart,1611.000000,3788.715836,2177.715836,0.000000,15.918000,228.493982,,1.000000,False
00-0040676,Cam Ward,QB,TEN,2026.000000,LOW_SAMPLE,,24.272210,1.000000,17.000000,1.000000,17.000000,186.411765,,0.000000,0.000000,8.948546,STARTER,1.000000,LOW,False,False,204.000000,225.507692,0.459459,1.000000,0.000000,16.172414,UNKNOWN,,False,245.000000,186.411765,207.544699,207.544699,207.544699,207.544699,3962.241379,3014.728195,3356.498745,3356.498745,3356.498745,3356.498745,4165.000000,3169.000000,3528.259875,3528.259875,3528.259875,3528.259875,TEN,QB,True,QB,TEN,STARTER,STARTER,1,True,Ourlads depth chart,TEN,TEN,False,00-0040676,4688380,Cam Ward,False,0.000000,1.000000,33.529412,33.529412,0.000000,1.000000,True,True,LOW,,New head coach and offensive staff.,1.041534,1.010383,NYJ,0.997750,0.999438,1.010383,245.000000,192.270589,198.070824,200.127473,17.000000,186.411765,245.000000,0.900000,0.890000,True,16.800000,4165.000000,3327.589839,3362.141550,False,198.070824,200.127473,Cam Ward,TEN,passingYards,STARTER,Ourlads depth chart,1416.000000,3362.141550,1946.141550,0.000000,16.800000,200.014906,,1.000000,False
00-0036355,Justin Herbert,QB,LAC,2026.000000,ESTABLISHED,,28.480373,3.000000,46.000000,3.000000,16.000000,232.937500,232.347511,0.253925,1.434309,45.413870,STARTER,1.000000,HIGH,False,False,171.000000,241.600000,0.901961,1.000000,0.000000,15.881034,UNKNOWN,,False,245.000000,232.685052,233.559066,233.559066,233.559066,233.559066,3890.853448,3695.279328,3709.159583,3709.159583,3709.159583,3709.159583,4165.000000,3955.645877,3970.504125,3970.504125,3970.504125,3970.504125,LAC,QB,True,QB,LAC,STARTER,STARTER,2,True,Ourlads depth chart,LAC,LAC,False,00-0036355,4038941,Justin Herbert,False,0.000000,1.000000,33.470588,33.470588,0.000000,1.000000,False,True,MEDIUM,,Head coach retained; offensive coordinator changed.,0.979932,0.994983,ARI,1.080743,1.020186,0.994983,245.000000,232.878501,234.211866,233.036810,16.000000,232.937500,232.347511,0.900000,0.890000,True,15.828000,4165.000000,3707.105415,3688.506632,False,234.211866,233.036810,Justin Herbert,LAC,passingYards,STARTER,Ourlads depth chart,1791.000000,3688.506632,1897.506632,0.000000,15.828000,237.740845,,1.000000,False
00-0034857,Josh Allen,QB,BUF,2026.000000,ESTABLISHED,,30.281915,3.000000,49.000000,3.000000,16.000000,229.250000,240.224816,-4.568561,-8.853028,41.387025,STARTER,1.000000,HIGH,False,False,171.000000,241.600000,0.907407,1.000000,0.000000,16.120492,UNKNOWN,,False,245.000000,234.123971,234.816196,234.816196,234.816196,234.816196,3949.520492,3774.193560,3785.352566,3785.352566,3785.352566,3785.352566,4165.000000,3980.107512,3991.875335,3991.875335,3991.875335,3991.875335,BUF,QB,True,QB,BUF,STARTER,STARTER,1,True,Ourlads depth chart,BUF,BUF,False,00-0034857,4039034,Shane Buechele,False,-61.613959,1.000000,29.117647,29.117647,0.000000,1.000000,True,True,MEDIUM,,Head-coach change with some offensive-system continuity.,0.969521,0.992380,HOU,0.908474,0.977118,0.992380,245.000000,230.347482,231.959259,230.191789,16.000000,229.250000,240.224816,0.900000,0.890000,True,15.963000,4165.000000,3702.765645,3674.551526,False,231.959259,230.191789,Josh Allen,BUF,passingYards,STARTER,Ourlads depth chart,1824.000000,3674.551526,1850.551526,0.000000,15.963000,224.924631,,1.000000,False
00-0026498,Matthew Stafford,QB,LAR,2026.000000,ESTABLISHED,LATE_CAREER|ESTABLISHED_STAR_EVIDENCE,38.566822,3.000000,48.000000,3.000000,17.000000,276.882353,245.347917,12.852946,5.904305,84.787472,STARTER,1.000000,HIGH,True,False,46.000000,268.687500,0.905660,1.000000,236.152079,16.320000,UNKNOWN,,False,245.000000,262.391199,262.985190,262.985190,262.985190,262.985190,3998.400000,4282.224365,4291.918293,4291.918293,4291.918293,4291.918293,4165.000000,4460.650380,4470.748222,4470.748222,4470.748222,4470.748222,LAR,QB,True,QB,LAR,STARTER,STARTER,1,True,Ourlads depth chart,LAR,LAR,False,00-0026498,12483,Matthew Stafford,False,0.000000,1.000000,35.117647,35.117647,0.000000,1.000000,False,True,MEDIUM,,Head coach retained; offensive coordinator changed.,0.997273,0.999318,SF,1.076031,1.019008,0.999318,245.000000,273.728909,270.568729,270.384247,17.000000,276.882353,245.347917,0.900000,0.890000,True,16.557000,4165.000000,4479.806452,4476.751978,False,270.568729,270.384247,Matthew Stafford,LAR,passingYards,STARTER,Ourlads depth chart,2674.000000,4476.751978,1802.751978,0.000000,16.557000,275.523621,,1.000000,False
00-0033873,Patrick Mahomes,QB,KC,2026.000000,ESTABLISHED,,30.958178,3.000000,46.000000,3.000000,14.000000,256.214286,251.078125,2.045642,-2.196678,67.785235,STARTER,1.000000,HIGH,False,False,171.000000,241.600000,0.901961,1.000000,0.000000,15.127586,UNKNOWN,,False,245.000000,253.792104,252.596800,252.596800,252.596800,252.596800,3706.258621,3839.261938,3821.179869,3821.179869,3821.179869,3821.179869,4165.000000,4314.465775,4294.145601,4294.145601,4294.145601,4294.145601,KC,QB,True,QB,KC,STARTER,STARTER,1,True,Ourlads depth chart,KC,KC,False,00-0033873,3139477,Patrick Mahomes,False,0.000000,1.000000,34.352941,34.352941,0.000000,1.000000,False,True,MEDIUM,,Head coach retained; offensive coordinator changed.,0.977375,0.994344,DEN,0.944079,0.986020,0.994344,245.000000,255.700670,254.523596,253.083964,14.000000,256.214286,251.078125,0.900000,0.890000,True,14.860000,4165.000000,3782.220640,3760.827709,False,254.523596,253.083964,Patrick Mahomes,KC,passingYards,STARTER,Ourlads depth chart,2441.000000,3760.827709,1319.827709,0.000000,14.860000,249.545816,,1.000000,False
00-0040691,Jaxson Dart,QB,NYG,2026.000000,LOW_SAMPLE,,23.305728,1.000000,14.000000,1.000000,14.000000,162.285714,,0.000000,0.000000,2.237136,STARTER,1.000000,LOW,False,False,204.000000,225.507692,0.411765,1.000000,0.000000,14.461538,UNKNOWN,,False,245.000000,162.285714,199.475113,199.475113,199.475113,199.475113,3543.076923,2346.901099,2884.717021,2884.717021,2884.717021,2884.717021,4165.000000,2758.857143,3391.076923,3391.076923,3391.076923,3391.076923,NYG,QB,True,QB,NYG,STARTER,STARTER,2,True,Ourlads depth chart,NYG,NYG,False,00-0040691,4689114,Jaxson Dart,False,0.000000,1.000000,30.823529,30.823529,0.000000,1.000000,True,True,LOW,,New head coach and offensive staff.,1.034249,1.008562,DAL,1.183634,1.040000,1.008562,245.000000,170.557143,178.745857,180.276332,14.000000,162.285714,245.000000,0.900000,0.890000,True,15.240000,4165.000000,2724.086859,2747.411306,False,178.745857,180.276332,Jaxson Dart,NYG,passingYards,STARTER,Ourlads depth chart,1443.000000,2747.411306,1304.411306,0.000000,15.240000,187.487386,,1.000000,False
00-0039918,Caleb Williams,QB,CHI,2026.000000,ASCENDING,,24.786936,2.000000,34.000000,2.000000,17.000000,231.882353,208.294118,11.324485,1.067616,44.295302,STARTER,1.000000,HIGH,False,False,204.000000,225.507692,0.829268,1.024914,0.000000,16.478261,UNKNOWN,,False,245.000000,225.318746,225.351006,230.965370,230.965370,230.965370,4037.173913,3712.861083,3713.392656,3805.907624,3805.907624,3805.907624,4165.000000,3830.418690,3830.967094,3926.411295,3926.411295,3926.411295,CHI,QB,True,QB,CHI,STARTER,STARTER,1,True,Ourlads depth chart,CHI,CHI,False,00-0039918,4431611,Caleb Williams,False,0.000000,1.000000,33.647059,33.647059,0.000000,1.000000,False,True,MEDIUM,,Head coach retained; offensive coordinator changed.,0.944387,0.986097,CAR,0.957432,0.989358,0.986097,245.000000,229.523529,231.225941,228.011176,17.000000,231.882353,208.294118,0.900000,0.890000,True,16.800000,4165.000000,3884.595813,3830.587761,False,231.225941,228.011176,Caleb Williams,CHI,passingYards,STARTER,Ourlads depth chart,2590.000000,3830.587761,1240.587761,0.000000,16.800000,225.584662,,1.000000,False
00-0030565,Geno Smith,QB,LV,2026.000000,ESTABLISHED,RECENT_TEAM_CHANGE,35.894625,3.000000,47.000000,3.000000,15.000000,201.666667,249.736471,-19.248211,-11.488689,19.686801,STARTER,1.000000,HIGH,False,False,27.000000,264.333333,0.903846,1.000000,0.000000,15.477966,UNKNOWN,,False,245.000000,223.231362,227.183474,227.183474,227.183474,227.183474,3792.101695,3455.167450,3516.338116,3516.338116,3516.338116,3516.338116,4165.000000,3794.933150,3862.119065,3862.119065,3862.119065,3862.119065,NYJ,QB,True,QB,NYJ,STARTER,STARTER,2,True,Ourlads depth chart,LV,NYJ,True,00-0030565,4250360,Bailey Zappe,False,0.000000,1.000000,30.294118,30.687500,1.298544,1.001818,False,True,MEDIUM,,Head coach retained; offensive coordinator changed.,0.936718,0.984180,TEN,1.105091,1.026273,0.985969,245.000000,206.473647,212.252600,209.274422,15.000000,201.666667,249.736471,0.900000,0.850000,True,15.234000,4165.000000,3233.456113,3188.086549,False,212.252600,209.274422,Geno Smith,NYJ,passingYards,STARTER,Ourlads depth chart,2022.000000,3188.086549,1166.086549,0.000000,15.234000,214.772655,,1.000000,False
00-0038543,Jaxon Smith-Njigba,WR,SEA,2026.000000,ASCENDING,ESTABLISHED_STAR_EVIDENCE,24.546000,3.000000,51.000000,3.000000,17.000000,105.470588,56.135294,87.886409,34.046053,98.875562,STARTER,1.000000,HIGH,True,False,726.000000,47.165158,0.880000,1.060000,79.549455,16.619048,UNKNOWN,,False,67.000000,88.388283,83.441508,88.447998,88.447998,88.447998,1113.476190,1468.929082,1386.718394,1469.921497,1469.921497,1469.921497,1139.000000,1502.600809,1418.505635,1503.615973,1503.615973,1503.615973,SEA,WR,True,WR,SEA,STARTER,STARTER,3,True,Ourlads depth chart,SEA,SEA,False,00-0034869,3912547,Sam Darnold,True,0.000000,1.000000,0.681992,0.681992,0.000000,1.000000,False,True,MEDIUM,,Head coach retained; offensive coordinator changed.,1.020615,1.005154,NE,0.851935,0.962984,1.005154,40.000000,100.537059,93.877982,94.361795,17.000000,105.470588,56.135294,0.900000,0.890000,True,16.800000,680.000000,1577.150100,1585.278163,False,93.877982,94.361795,Jaxon Smith-Njigba,SEA,receivingYards,STARTER,Ourlads depth chart,521.000000,1585.278163,1064.278163,0.000000,16.800000,90.868866,,1.000000,False
00-0034855,Baker Mayfield,QB,TB,2026.000000,ESTABLISHED,,31.385292,3.000000,51.000000,3.000000,17.000000,217.235294,255.317647,-14.915676,-4.502286,31.319911,STARTER,1.000000,HIGH,False,False,171.000000,241.600000,0.910714,1.000000,0.000000,16.809524,UNKNOWN,,False,245.000000,234.490303,235.125097,235.125097,235.125097,235.125097,4118.333333,3941.670328,3952.340919,3952.340919,3952.340919,3952.340919,4165.000000,3986.335147,3997.126652,3997.126652,3997.126652,3997.126652,TB,QB,True,QB,TB,STARTER,STARTER,1,True,Ourlads depth chart,TB,TB,False,00-0034855,3052587,Baker Mayfield,False,0.000000,1.000000,32.823529,32.823529,0.000000,1.000000,False,True,MEDIUM,,Head coach retained; offensive coordinator changed.,0.987339,0.996835,CIN,1.090692,1.022673,0.996835,245.000000,221.043529,223.678741,222.970763,17.000000,217.235294,255.317647,0.900000,0.890000,True,16.800000,4165.000000,3757.802850,3745.908814,False,223.678741,222.970763,Baker Mayfield,TB,passingYards,STARTER,Ourlads depth chart,2743.000000,3745.908814,1002.908814,0.000000,16.800000,228.026174,,1.000000,False
00-0038542,Bijan Robinson,RB,ATL,2026.000000,ASCENDING,ESTABLISHED_STAR_EVIDENCE,24.587069,3.000000,51.000000,3.000000,17.000000,135.176471,102.270588,32.175313,11.619920,98.723404,STARTER,1.000000,HIGH,True,False,177.000000,83.625000,0.880000,1.060000,111.690015,16.619048,UNKNOWN,,False,88.000000,124.100017,119.243015,126.397596,126.397596,126.397596,1462.476190,2062.424090,1981.705342,2100.607663,2100.607663,2100.607663,1496.000000,2109.700287,2027.131253,2148.759128,2148.759128,2148.759128,ATL,RB,True,RB,ATL,STARTER,STARTER,1,True,Ourlads depth chart,ATL,ATL,False,00-0039917,4360423,Michael Penix Jr.,True,0.000000,1.000000,0.236111,0.236111,0.000000,1.000000,True,True,LOW,,New head coach and offensive staff.,1.026465,1.006616,PIT,1.008850,1.002213,1.006616,88.000000,131.885883,127.058436,127.899082,17.000000,135.176471,102.270588,0.900000,0.890000,True,16.900000,1496.000000,2147.287562,2161.494483,False,127.058436,127.899082,Bijan Robinson,ATL,scrimmageYards,STARTER,Ourlads depth chart,1324.000000,2161.494483,837.494483,0.000000,16.900000,128.182061,,1.000000,False
00-0036264,Jordan Love,QB,GB,2026.000000,ESTABLISHED,,27.831489,3.000000,47.000000,3.000000,15.000000,225.400000,232.483137,-3.046732,-3.528956,38.255034,STARTER,1.000000,HIGH,False,False,171.000000,241.600000,0.903846,1.000000,0.000000,15.442373,UNKNOWN,,False,245.000000,228.559753,229.813623,229.813623,229.813623,229.813623,3783.381356,3529.504933,3548.867659,3548.867659,3548.867659,3548.867659,4165.000000,3885.515803,3906.831591,3906.831591,3906.831591,3906.831591,GB,QB,True,QB,GB,STARTER,STARTER,1,True,Ourlads depth chart,GB,GB,False,00-0036264,4036378,Jordan Love,False,0.000000,1.000000,28.764706,28.764706,0.000000,1.000000,False,False,HIGH,,Offensive leadership retained.,0.975573,0.993893,MIN,0.790922,0.960000,0.993893,245.000000,226.108314,227.997482,226.605182,15.000000,225.400000,232.483137,0.900000,0.900000,True,15.126000,4165.000000,3448.689918,3427.629988,False,227.997482,226.605182,Jordan Love,GB,passingYards,STARTER,Ourlads depth chart,2703.000000,3427.629988,724.629988,0.000000,15.126000,217.540975,,1.000000,False
00-0039075,Puka Nacua,WR,LAR,2026.000000,ASCENDING,ESTABLISHED_STAR_EVIDENCE,25.260594,3.000000,44.000000,3.000000,16.000000,107.187500,89.094118,20.308167,8.550607,99.250375,STARTER,1.000000,HIGH,True,False,726.000000,47.165158,0.880000,1.044678,90.780193,14.725000,UNKNOWN,,False,67.000000,100.866882,94.422675,98.641288,98.641288,98.641288,986.575000,1485.264832,1390.373887,1452.492967,1452.492967,1452.492967,1139.000000,1714.736988,1605.185472,1676.901897,1676.901897,1676.901897,LAR,WR,True,WR,LAR,STARTER,STARTER,4,True,Ourlads depth chart,LAR,LAR,False,00-0026498,12483,Matthew Stafford,True,0.000000,1.000000,0.631670,0.631670,0.000000,1.000000,False,True,MEDIUM,,Head coach retained; offensive coordinator changed.,0.989785,0.997446,SF,1.054132,1.013533,0.997446,40.000000,105.378162,98.186564,97.935817,16.000000,107.187500,89.094118,0.900000,0.890000,True,15.378000,680.000000,1509.912981,1506.056990,False,98.186564,97.935817,Puka Nacua,LAR,receivingYards,STARTER,Ourlads depth chart,816.000000,1506.056990,690.056990,0.000000,15.378000,99.261172,,1.000000,False
00-0040743,Tyler Shough,QB,NO,2026.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,26.927979,1.000000,11.000000,1.000000,11.000000,216.727273,,0.000000,0.000000,30.425056,STARTER,1.000000,LOW,False,True,204.000000,225.507692,0.354839,1.000000,0.000000,13.086957,UNKNOWN,,False,245.000000,216.727273,222.392060,222.392060,222.392060,222.392060,3206.304348,2836.300395,2910.435214,2910.435214,2910.435214,2910.435214,4165.000000,3684.363636,3780.665012,3780.665012,3780.665012,3780.665012,NO,QB,True,QB,NO,STARTER,STARTER,1,True,Ourlads depth chart,NO,NO,False,00-0040743,4360689,Tyler Shough,False,0.000000,1.000000,34.352941,34.352941,0.000000,1.000000,False,False,HIGH,,Offensive leadership retained.,1.016077,1.004019,DET,1.045661,1.011415,1.004019,245.000000,222.947273,226.916764,227.828779,11.000000,216.727273,245.000000,0.780000,0.820000,True,13.680000,4165.000000,3104.221329,3116.697694,False,226.916764,227.828779,Tyler Shough,NO,passingYards,STARTER,Ourlads depth chart,2499.000000,3116.697694,617.697694,0.000000,13.680000,230.429498,,1.000000,False
00-0036900,Ja'Marr Chase,WR,CIN,2026.000000,PEAK,ESTABLISHED_STAR_EVIDENCE,26.503604,3.000000,49.000000,3.000000,16.000000,88.250000,91.905882,-3.977855,17.230454,95.352324,STARTER,1.000000,HIGH,True,False,726.000000,47.165158,0.924528,1.000000,80.630194,16.044262,UNKNOWN,,False,67.000000,89.589104,86.387297,86.387297,86.387297,86.387297,1074.965574,1437.391082,1386.020447,1386.020447,1386.020447,1386.020447,1139.000000,1523.014766,1468.584044,1468.584044,1468.584044,1468.584044,CIN,WR,True,WR,CIN,STARTER,STARTER,2,True,Ourlads depth chart,CIN,CIN,False,00-0026158,4259592,Sean Clifford,True,0.000000,1.000000,0.604613,0.604613,0.000000,1.000000,False,False,HIGH,,Offensive leadership retained.,1.030518,1.007629,TB,1.061323,1.015331,1.007629,53.000000,88.615588,85.054029,85.702947,16.000000,88.250000,91.905882,0.900000,0.900000,True,16.017000,901.000000,1362.310389,1372.704095,False,85.054029,85.702947,Ja'Marr Chase,CIN,receivingYards,STARTER,Ourlads depth chart,763.000000,1372.704095,609.704095,0.000000,16.017000,87.016830,,1.000000,False
00-0037744,Trey McBride,TE,ARI,2026.000000,PEAK,ESTABLISHED_STAR_EVIDENCE,26.777394,3.000000,50.000000,3.000000,17.000000,72.882353,63.541544,14.700318,21.914380,96.644295,STARTER,1.000000,HIGH,True,False,234.000000,36.531373,0.925926,1.000000,60.920066,16.370968,UNKNOWN,,False,43.000000,67.688962,65.380993,65.380993,65.380993,65.380993,703.951613,1108.133815,1070.350119,1070.350119,1070.350119,1070.350119,731.000000,1150.712356,1111.476873,1111.476873,1111.476873,1111.476873,ARI,TE,True,TE,ARI,STARTER,STARTER,2,True,Ourlads depth chart,ARI,ARI,False,00-0033119,2578570,Jacoby Brissett,True,0.000000,1.000000,0.351047,0.351047,0.000000,1.000000,True,True,LOW,,New head coach and offensive staff.,0.955617,0.988904,LAC,0.786284,0.960000,0.988904,43.000000,71.948272,68.763962,68.000977,17.000000,72.882353,63.541544,0.900000,0.890000,True,16.683000,731.000000,1147.189181,1134.460300,False,68.763962,68.000977,Trey McBride,ARI,receivingYards,STARTER,Ourlads depth chart,559.000000,1134.460300,575.460300,0.000000,16.683000,65.280938,,1.000000,False
00-0033280,Christian McCaffrey,RB,SF,2026.000000,ESTABLISHED,LATE_CAREER|ESTABLISHED_STAR_EVIDENCE,30.235371,3.000000,37.000000,2.000000,17.000000,125.058824,100.803125,24.062447,36.379927,96.879433,STARTER,1.000000,MEDIUM,True,False,77.000000,77.125000,0.880952,1.000000,102.557710,13.696939,UNKNOWN,,False,88.000000,113.953011,109.568724,109.568724,109.568724,109.568724,1205.330612,1560.807414,1500.756104,1500.756104,1500.756104,1500.756104,1496.000000,1937.201186,1862.668307,1862.668307,1862.668307,1862.668307,SF,RB,True,RB,SF,STARTER,STARTER,1,True,Ourlads depth chart,SF,SF,False,00-0036972,4361741,Brock Purdy,True,23.131360,1.018505,0.312384,0.312384,0.000000,1.000000,False,False,HIGH,,Offensive leadership retained.,1.013766,1.003441,LAR,1.000493,1.000123,1.022010,88.000000,122.633254,119.169929,121.792886,17.000000,125.058824,100.803125,0.900000,0.900000,True,15.316000,1496.000000,1825.206628,1865.379845,False,119.169929,121.792886,Christian McCaffrey,SF,scrimmageYards,STARTER,Ourlads depth chart,1330.000000,1865.379845,535.379845,0.000000,15.316000,121.807906,,1.000000,False
00-0039064,Zay Flowers,WR,BAL,2026.000000,ASCENDING,ESTABLISHED_STAR_EVIDENCE,25.972450,3.000000,50.000000,3.000000,17.000000,71.235294,59.259926,20.208205,2.109248,84.857571,STARTER,1.000000,HIGH,True,False,726.000000,47.165158,0.880000,1.044458,60.503226,16.491935,UNKNOWN,,False,67.000000,67.225807,64.818529,67.700235,67.700235,67.700235,1104.959677,1108.683674,1068.983003,1116.507904,1116.507904,1116.507904,1139.000000,1142.838721,1101.914997,1150.903992,1150.903992,1150.903992,BAL,WR,True,WR,BAL,STARTER,STARTER,4,True,Ourlads depth chart,BAL,BAL,False,00-0034796,3916387,Lamar Jackson,True,0.000000,1.000000,0.520988,0.520988,0.000000,1.000000,True,True,LOW,,New head coach and offensive staff.,0.984211,0.996053,IND,1.210221,1.040000,0.996053,40.000000,70.037757,66.733604,66.470192,17.000000,71.235294,59.259926,0.900000,0.890000,True,16.737000,680.000000,1116.920329,1112.511603,False,66.733604,66.470192,Zay Flowers,BAL,receivingYards,STARTER,Ourlads depth chart,588.000000,1112.511603,524.511603,0.000000,16.737000,69.129000,,1.000000,False
00-0034869,Sam Darnold,QB,SEA,2026.000000,ESTABLISHED,RECENT_TEAM_CHANGE,29.241511,3.000000,44.000000,3.000000,17.000000,238.117647,175.533235,35.653882,24.993449,50.335570,STARTER,1.000000,HIGH,False,False,171.000000,241.600000,0.897959,1.000000,0.000000,15.960714,UNKNOWN,,False,245.000000,210.294338,213.488794,213.488794,213.488794,213.488794,3910.375000,3356.447849,3407.433637,3407.433637,3407.433637,3407.433637,4165.000000,3575.003751,3629.309490,3629.309490,3629.309490,3629.309490,SEA,QB,True,QB,SEA,STARTER,STARTER,1,True,Ourlads depth chart,SEA,SEA,False,00-0034869,3912547,Sam Darnold,False,0.000000,1.000000,26.666667,26.666667,0.000000,1.000000,False,True,MEDIUM,,Head coach retained; offensive coordinator changed.,1.015337,1.003834,NE,0.918684,0.979671,1.003834,245.000000,231.859206,233.304693,234.199266,17.000000,238.117647,175.533235,0.900000,0.890000,True,16.359000,4165.000000,3816.631475,3831.265797,False,233.304693,234.199266,Sam Darnold,SEA,passingYards,STARTER,Ourlads depth chart,3332.000000,3831.265797,499.265797,0.000000,16.359000,229.438235,,1.000000,False
00-0036223,Jonathan Taylor,RB,IND,2026.000000,ESTABLISHED,ESTABLISHED_STAR_EVIDENCE,27.617932,3.000000,41.000000,3.000000,17.000000,115.470588,104.043571,10.982915,0.036673,95.460993,STARTER,1.000000,HIGH,True,False,84.000000,82.970588,0.891304,1.000000,99.445935,15.265094,UNKNOWN,,False,88.000000,110.495484,107.503647,107.503647,107.503647,107.503647,1343.328302,1686.723981,1641.053315,1641.053315,1641.053315,1641.053315,1496.000000,1878.423220,1827.562001,1827.562001,1827.562001,1827.562001,IND,RB,True,RB,IND,STARTER,STARTER,2,True,Ourlads depth chart,IND,IND,False,00-0035710,3917792,Daniel Jones,True,0.000000,1.000000,0.150391,0.150391,0.000000,1.000000,False,False,HIGH,,Offensive leadership retained.,0.995359,0.998840,BAL,0.992601,0.998150,0.998840,88.000000,114.327886,111.695098,111.565505,17.000000,115.470588,104.043571,0.900000,0.900000,True,16.108000,1496.000000,1799.184633,1797.097150,False,111.695098,111.565505,Jonathan Taylor,IND,scrimmageYards,STARTER,Ourlads depth chart,1301.000000,1797.097150,496.097150,0.000000,16.108000,111.359130,,1.000000,False
