rows,paceMae,fullHistoryMae,shrinkageMae,hybridMae,hybridImprovementPctVsPace,hybridImprovementPctVsFullHistory,hybridImprovementPctVsShrinkage,shrinkageImprovementPctVsPace
12423,147.22263387075327,139.80528503922247,139.06200180877147,139.2320719144099,5.427536341564367,0.41000819436244285,-0.12229804218717125,5.5430553355987495
