rows,paceMae,productionMae,nestedMae,nestedImprovementPctVsPace,nestedImprovementPctVsProduction,productionImprovementPctVsPace
12423,147.22263387075327,139.80528503922247,138.82104832465126,5.7067213954871665,0.704005370251262,5.038185119037125
