rows,workerMae,alwaysV19Mae,shadowRouterMae,shadowImprovementPctVsWorker,shadowImprovementPctVsAlwaysV19,workerGamesMae,alwaysV19GamesMae,shadowRouterGamesMae,shadowGamesImprovementPctVsWorker,seasonBlocks,shadowBlockWinPctVsWorker,shadowRecent4ImprovementPctVsWorker
12423,180.73633822664866,177.10360781063628,178.1505418484634,1.4307008781723718,-0.5911421290449018,1.8166128023952222,1.8432732151763935,1.8074271484046147,0.5056473222304758,12,100.0,2.427255306197814
