rows,paceMae,fullHistoryMae,shrinkageMae,shrinkageImprovementPctVsPace,shrinkageImprovementPctVsFullHistory,fullHistoryImprovementPctVsPace
12423,147.22263387075327,139.80528503922247,139.06200180877147,5.5430553355987495,0.5316560316317585,5.038185119037125
