rows,paceFullAvailMae,rateGateFullAvailMae,availabilityMae,rateGateImprovementPctVsPace,availabilityIncrementalPctVsRateGate,availabilityImprovementPctVsPace,fullAvailGamesMae,selectedGamesMae,gamesMaeImprovementPct
12423,216.88781926102018,208.73755504188313,177.10360781063628,3.757824780988911,15.15489018011134,18.343220742380375,2.2161313692344846,1.8432732151763935,16.824731567555357
