position,rows,paceFullAvailMae,rateGateFullAvailMae,availabilityMae,rateGateImprovementPctVsPace,availabilityIncrementalPctVsRateGate,availabilityImprovementPctVsPace,fullAvailGamesMae,selectedGamesMae,gamesMaeImprovementPct
QB,1518,686.9535268694854,661.0257270371714,540.8818009270813,3.7743164301768033,18.175378233551573,21.263698376812663,2.590909090909091,1.921988567291968,25.81798512206439
RB,3283,193.65394707925168,189.30821029335743,164.55475446270572,2.2440734368898663,13.075743409275834,15.026387561642261,2.212610417301249,1.8762599560104951,15.201522087245934
TE,2495,105.30097578996377,99.80196941623787,86.51040099332917,5.222179882448929,13.317942021238458,17.84463501469806,2.266933867735471,1.8218277111994075,19.634721721313266
WR,5127,146.89098537831717,140.2779060964076,121.51800987805859,4.502032078331834,13.373379130321533,17.273337390249356,2.0826994343670764,1.8092808527330122,13.128086421032467
