player_id,player_name,position,prior_team,target_season,career_state,career_flags,target_age,prior_seasons,prior_games,full_prior_seasons,latest_games,latest_rate,older_rate,rate_trend_pct,opportunity_trend_pct,latest_percentile,role_bucket,role_rank,role_stability,star_flag,shortened_prior,cohort_rows,cohort_rate,history_weight,state_adjustment,evidence_floor,predicted_games,contract_status,contract_decision_type,contract_rebound_research,generic_role_rate,identity_raw_rate,identity_shrunk_rate,identity_state_rate,identity_guardrail_rate,identity_contract_rate,generic_role_total,identity_raw_total,identity_shrunk_total,identity_state_total,identity_guardrail_total,identity_contract_total,generic_role_eq17,identity_raw_eq17,identity_shrunk_eq17,identity_state_eq17,identity_guardrail_eq17,identity_contract_eq17,forecast_team,forecast_position,current_roster_match
00-0033106,Jared Goff,QB,DET,2026,PEAK,,31.883591,3,51,3,17,268.470588,271.182353,-0.999978,2.828678,77.404922,STARTER,1,HIGH,False,False,171,241.600000,0.927273,1.000000,0.000000,16.809524,UNKNOWN,,False,245.000000,269.879613,267.822914,267.822914,267.822914,267.822914,4118.333333,4536.547784,4501.975651,4501.975651,4501.975651,4501.975651,4165.000000,4587.953424,4552.989539,4552.989539,4552.989539,4552.989539,DET,QB,True
00-0026498,Matthew Stafford,QB,LAR,2026,ESTABLISHED,LATE_CAREER|ESTABLISHED_STAR_EVIDENCE,38.566822,3,48,3,17,276.882353,245.347917,12.852946,5.904305,84.787472,STARTER,1,HIGH,True,False,46,268.687500,0.905660,1.000000,236.152079,16.320000,UNKNOWN,,False,245.000000,262.391199,262.985190,262.985190,262.985190,262.985190,3998.400000,4282.224365,4291.918293,4291.918293,4291.918293,4291.918293,4165.000000,4460.650380,4470.748222,4470.748222,4470.748222,4470.748222,LAR,QB,True
00-0034855,Baker Mayfield,QB,TB,2026,ESTABLISHED,,31.385292,3,51,3,17,217.235294,255.317647,-14.915676,-4.502286,31.319911,STARTER,1,HIGH,False,False,171,241.600000,0.910714,1.000000,0.000000,16.809524,UNKNOWN,,False,245.000000,234.490303,235.125097,235.125097,235.125097,235.125097,4118.333333,3941.670328,3952.340919,3952.340919,3952.340919,3952.340919,4165.000000,3986.335147,3997.126652,3997.126652,3997.126652,3997.126652,TB,QB,True
00-0033873,Patrick Mahomes,QB,KC,2026,ESTABLISHED,,30.958178,3,46,3,14,256.214286,251.078125,2.045642,-2.196678,67.785235,STARTER,1,HIGH,False,False,171,241.600000,0.901961,1.000000,0.000000,15.127586,UNKNOWN,,False,245.000000,253.792104,252.596800,252.596800,252.596800,252.596800,3706.258621,3839.261938,3821.179869,3821.179869,3821.179869,3821.179869,4165.000000,4314.465775,4294.145601,4294.145601,4294.145601,4294.145601,KC,QB,True
00-0039851,Drake Maye,QB,NE,2026,ASCENDING,,24.006633,2,30,2,17,258.470588,175.076923,47.632586,11.312217,69.574944,STARTER,1,HIGH,False,False,204,225.507692,0.810811,1.060000,0.000000,15.420168,UNKNOWN,,False,245.000000,234.981571,233.189216,247.180569,247.180569,247.180569,3777.941176,3623.455322,3595.816899,3811.565913,3811.565913,3811.565913,4165.000000,3994.686712,3964.216668,4202.069668,4202.069668,4202.069668,NE,QB,True
00-0033077,Dak Prescott,QB,DAL,2026,PEAK,,33.093746,3,42,3,17,267.764706,253.688971,5.548422,-0.255595,76.286353,STARTER,1,MEDIUM,False,False,171,241.600000,0.913043,1.000000,0.000000,14.677778,UNKNOWN,,False,245.000000,261.210783,259.505498,259.505498,259.505498,259.505498,3596.055556,3833.993829,3808.964027,3808.964027,3808.964027,3808.964027,4165.000000,4440.583314,4411.593461,4411.593461,4411.593461,4411.593461,DAL,QB,True
00-0039918,Caleb Williams,QB,CHI,2026,ASCENDING,,24.786936,2,34,2,17,231.882353,208.294118,11.324485,1.067616,44.295302,STARTER,1,HIGH,False,False,204,225.507692,0.829268,1.024914,0.000000,16.478261,UNKNOWN,,False,245.000000,225.318746,225.351006,230.965370,230.965370,230.965370,4037.173913,3712.861083,3713.392656,3805.907624,3805.907624,3805.907624,4165.000000,3830.418690,3830.967094,3926.411295,3926.411295,3926.411295,CHI,QB,True
00-0039732,Bo Nix,QB,DEN,2026,DEVELOPING,,26.517293,2,34,2,17,231.235294,222.058824,4.132450,7.936508,43.624161,STARTER,1,HIGH,False,False,204,225.507692,0.739130,1.009524,0.000000,16.478261,UNKNOWN,,False,245.000000,228.717426,227.880104,230.050391,230.050391,230.050391,4037.173913,3768.865418,3755.067808,3790.830359,3790.830359,3790.830359,4165.000000,3888.196249,3873.961776,3910.856650,3910.856650,3910.856650,DEN,QB,True
00-0034857,Josh Allen,QB,BUF,2026,ESTABLISHED,,30.281915,3,49,3,16,229.250000,240.224816,-4.568561,-8.853028,41.387025,STARTER,1,HIGH,False,False,171,241.600000,0.907407,1.000000,0.000000,16.120492,UNKNOWN,,False,245.000000,234.123971,234.816196,234.816196,234.816196,234.816196,3949.520492,3774.193560,3785.352566,3785.352566,3785.352566,3785.352566,4165.000000,3980.107512,3991.875335,3991.875335,3991.875335,3991.875335,BUF,QB,True
00-0036355,Justin Herbert,QB,LAC,2026,ESTABLISHED,,28.480373,3,46,3,16,232.937500,232.347511,0.253925,1.434309,45.413870,STARTER,1,HIGH,False,False,171,241.600000,0.901961,1.000000,0.000000,15.881034,UNKNOWN,,False,245.000000,232.685052,233.559066,233.559066,233.559066,233.559066,3890.853448,3695.279328,3709.159583,3709.159583,3709.159583,3709.159583,4165.000000,3955.645877,3970.504125,3970.504125,3970.504125,3970.504125,LAC,QB,True
00-0036264,Jordan Love,QB,GB,2026,ESTABLISHED,,27.831489,3,47,3,15,225.400000,232.483137,-3.046732,-3.528956,38.255034,STARTER,1,HIGH,False,False,171,241.600000,0.903846,1.000000,0.000000,15.442373,UNKNOWN,,False,245.000000,228.559753,229.813623,229.813623,229.813623,229.813623,3783.381356,3529.504933,3548.867659,3548.867659,3548.867659,3548.867659,4165.000000,3885.515803,3906.831591,3906.831591,3906.831591,3906.831591,GB,QB,True
00-0030565,Geno Smith,QB,LV,2026,ESTABLISHED,RECENT_TEAM_CHANGE,35.894625,3,47,3,15,201.666667,249.736471,-19.248211,-11.488689,19.686801,STARTER,1,HIGH,False,False,27,264.333333,0.903846,1.000000,0.000000,15.477966,UNKNOWN,,False,245.000000,223.231362,227.183474,227.183474,227.183474,227.183474,3792.101695,3455.167450,3516.338116,3516.338116,3516.338116,3516.338116,4165.000000,3794.933150,3862.119065,3862.119065,3862.119065,3862.119065,NYJ,QB,True
00-0034796,Lamar Jackson,QB,BAL,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,29.649459,3,46,3,13,196.076923,239.973897,-18.292395,-17.388211,15.212528,STARTER,1,HIGH,False,True,171,241.600000,0.884615,1.000000,0.000000,15.484483,UNKNOWN,,False,245.000000,222.555331,224.752793,224.752793,224.752793,224.752793,3793.698276,3446.154184,3480.180744,3480.180744,3480.180744,3480.180744,4165.000000,3783.440625,3820.797476,3820.797476,3820.797476,3820.797476,BAL,QB,True
00-0034869,Sam Darnold,QB,SEA,2026,ESTABLISHED,RECENT_TEAM_CHANGE,29.241511,3,44,3,17,238.117647,175.533235,35.653882,24.993449,50.335570,STARTER,1,HIGH,False,False,171,241.600000,0.897959,1.000000,0.000000,15.960714,UNKNOWN,,False,245.000000,210.294338,213.488794,213.488794,213.488794,213.488794,3910.375000,3356.447849,3407.433637,3407.433637,3407.433637,3407.433637,4165.000000,3575.003751,3629.309490,3629.309490,3629.309490,3629.309490,SEA,QB,True
00-0036971,Trevor Lawrence,QB,JAX,2026,ESTABLISHED,,26.906076,3,43,3,17,235.705882,220.775000,6.762941,6.960554,48.545861,STARTER,1,HIGH,False,False,204,225.507692,0.895833,1.000000,0.000000,14.804545,UNKNOWN,,False,245.000000,228.654562,228.326763,228.326763,228.326763,228.326763,3627.113636,3385.126858,3380.273944,3380.273944,3380.273944,3380.273944,4165.000000,3887.127555,3881.554974,3881.554974,3881.554974,3881.554974,JAX,QB,True
00-0039163,C.J. Stroud,QB,HOU,2026,DEVELOPING,,24.912880,3,46,3,14,217.214286,238.356275,-8.869911,-5.534629,31.096197,STARTER,1,HIGH,False,False,204,225.507692,0.793103,1.000000,0.000000,15.039655,UNKNOWN,,False,245.000000,223.325949,223.777344,223.777344,223.777344,223.777344,3684.715517,3358.745270,3365.534096,3365.534096,3365.534096,3365.534096,4165.000000,3796.541140,3804.214856,3804.214856,3804.214856,3804.214856,HOU,QB,True
00-0040676,Cam Ward,QB,TEN,2026,LOW_SAMPLE,,24.272210,1,17,1,17,186.411765,,0.000000,0.000000,8.948546,STARTER,1,LOW,False,False,204,225.507692,0.459459,1.000000,0.000000,16.172414,UNKNOWN,,False,245.000000,186.411765,207.544699,207.544699,207.544699,207.544699,3962.241379,3014.728195,3356.498745,3356.498745,3356.498745,3356.498745,4165.000000,3169.000000,3528.259875,3528.259875,3528.259875,3528.259875,TEN,QB,True
00-0036389,Jalen Hurts,QB,PHI,2026,ESTABLISHED,,28.069687,3,48,3,16,201.500000,205.226078,-1.815597,6.194642,19.015660,STARTER,1,HIGH,False,False,171,241.600000,0.905660,1.000000,0.000000,15.880000,UNKNOWN,,False,245.000000,203.162810,206.788960,206.788960,206.788960,206.788960,3890.600000,3226.225425,3283.808686,3283.808686,3283.808686,3283.808686,4165.000000,3453.767772,3515.412322,3515.412322,3515.412322,3515.412322,PHI,QB,True
00-0036212,Tua Tagovailoa,QB,MIA,2026,ESTABLISHED,,28.502276,3,42,3,14,190.000000,264.613636,-28.197200,-21.870801,11.409396,STARTER,1,MEDIUM,False,False,171,241.600000,0.893617,1.000000,0.000000,14.094444,UNKNOWN,,False,245.000000,223.285588,225.233930,225.233930,225.233930,225.233930,3453.138889,3147.086322,3174.547115,3174.547115,3174.547115,3174.547115,4165.000000,3795.855004,3828.976812,3828.976812,3828.976812,3828.976812,ATL,QB,True
00-0039150,Bryce Young,QB,CAR,2026,DEVELOPING,,25.104533,3,46,3,16,188.187500,174.502232,7.842460,1.765538,10.067114,STARTER,1,HIGH,False,False,204,225.507692,0.793103,1.009411,0.000000,15.317241,UNKNOWN,,False,245.000000,183.279028,192.015993,193.823046,193.823046,193.823046,3752.724138,2807.329104,2941.155308,2968.834380,2968.834380,2968.834380,4165.000000,3115.743468,3264.271875,3294.991781,3294.991781,3294.991781,CAR,QB,True
00-0040743,Tyler Shough,QB,NO,2026,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,26.927979,1,11,1,11,216.727273,,0.000000,0.000000,30.425056,STARTER,1,LOW,False,True,204,225.507692,0.354839,1.000000,0.000000,13.086957,UNKNOWN,,False,245.000000,216.727273,222.392060,222.392060,222.392060,222.392060,3206.304348,2836.300395,2910.435214,2910.435214,2910.435214,2910.435214,4165.000000,3684.363636,3780.665012,3780.665012,3780.665012,3780.665012,NO,QB,True
00-0040691,Jaxson Dart,QB,NYG,2026,LOW_SAMPLE,,23.305728,1,14,1,14,162.285714,,0.000000,0.000000,2.237136,STARTER,1,LOW,False,False,204,225.507692,0.411765,1.000000,0.000000,14.461538,UNKNOWN,,False,245.000000,162.285714,199.475113,199.475113,199.475113,199.475113,3543.076923,2346.901099,2884.717021,2884.717021,2884.717021,2884.717021,4165.000000,2758.857143,3391.076923,3391.076923,3391.076923,3391.076923,NYG,QB,True
00-0023459,Aaron Rodgers,QB,PIT,2026,ESTABLISHED,LATE_CAREER|RECENT_TEAM_CHANGE,42.750344,3,34,2,16,207.625000,149.002941,39.342887,37.239009,23.489933,STARTER,1,HIGH,False,False,46,268.687500,0.871795,1.000000,0.000000,14.558696,UNKNOWN,,False,245.000000,176.315528,188.158088,188.158088,188.158088,188.158088,3566.880435,2566.924107,2739.336342,2739.336342,2739.336342,2739.336342,4165.000000,2997.363972,3198.687501,3198.687501,3198.687501,3198.687501,PIT,QB,True
00-0033119,Jacoby Brissett,QB,ARI,2026,ASCENDING,RECENT_TEAM_CHANGE,33.723465,3,23,1,14,240.428571,115.900000,107.444842,82.571052,53.467562,STARTER,1,MEDIUM,False,False,171,241.600000,0.766667,1.060000,0.000000,12.122857,UNKNOWN,,False,245.000000,197.506411,207.794915,220.262610,220.262610,220.262610,2970.100000,2394.342007,2519.068072,2670.212157,2670.212157,2670.212157,4165.000000,3357.608990,3532.513559,3744.464372,3744.464372,3744.464372,AZ,QB,True
00-0037834,Brock Purdy,QB,SF,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|ROLE_DROP,26.681568,3,40,3,9,240.777778,261.065000,-7.770947,7.225447,53.467562,BACKUP,2,LOW,False,True,132,125.354167,0.869565,1.000000,0.000000,11.269231,UNKNOWN,,False,22.300000,253.105468,236.442255,236.442255,236.442255,236.442255,251.303846,2852.303927,2664.522332,2664.522332,2664.522332,2664.522332,379.100000,4302.792954,4019.518330,4019.518330,4019.518330,4019.518330,SF,QB,True
00-0039923,J.J. McCarthy,QB,MIN,2026,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,23.615112,1,10,1,10,163.200000,,0.000000,0.000000,2.684564,STARTER,1,LOW,False,True,204,225.507692,0.333333,1.000000,0.000000,12.727273,UNKNOWN,,False,245.000000,163.200000,204.738462,204.738462,204.738462,204.738462,3118.181818,2077.090909,2605.762238,2605.762238,2605.762238,2605.762238,4165.000000,2774.400000,3480.553846,3480.553846,3480.553846,3480.553846,MIN,QB,True
00-0035710,Daniel Jones,QB,IND,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,29.266152,3,29,2,13,238.538462,187.575000,27.169645,-6.222144,51.230425,STARTER,1,HIGH,False,True,171,241.600000,0.828571,1.020000,0.000000,11.791463,UNKNOWN,,False,245.000000,208.685878,214.328299,218.614864,218.614864,218.614864,2888.908537,2460.711890,2527.244291,2577.789177,2577.789177,2577.789177,4165.000000,3547.659918,3643.581075,3716.452696,3716.452696,3716.452696,IND,QB,True
00-0040668,Shedeur Sanders,QB,CLE,2026,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,24.565166,1,8,1,8,175.000000,,0.000000,0.000000,4.921700,STARTER,1,LOW,False,True,204,225.507692,0.285714,1.000000,0.000000,12.200000,UNKNOWN,,False,245.000000,175.000000,211.076923,211.076923,211.076923,211.076923,2989.000000,2135.000000,2575.138462,2575.138462,2575.138462,2575.138462,4165.000000,2975.000000,3588.307692,3588.307692,3588.307692,3588.307692,CLE,QB,True
00-0026158,Joe Flacco,QB,CIN,2026,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,41.625064,3,25,1,13,190.692308,276.641429,-31.068781,-14.228825,12.527964,STARTER,1,MEDIUM,False,True,46,268.687500,0.757576,0.882328,0.000000,11.945946,UNKNOWN,,False,245.000000,218.695656,230.814891,203.654452,203.654452,203.654452,2926.756757,2612.526489,2757.302213,2432.845075,2432.845075,2432.845075,4165.000000,3717.826158,3923.853150,3462.125684,3462.125684,3462.125684,CIN,QB,True
00-0036442,Joe Burrow,QB,CIN,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|ROLE_DROP,29.726120,3,35,3,8,226.125000,268.856176,-15.893693,-14.134717,39.149888,BACKUP,2,LOW,False,True,124,124.116667,0.853659,1.000000,0.000000,10.287234,UNKNOWN,,False,22.300000,252.223358,233.476037,233.476037,233.476037,233.476037,229.405319,2594.680710,2401.822635,2401.822635,2401.822635,2401.822635,379.100000,4287.797078,3969.092627,3969.092627,3969.092627,3969.092627,CIN,QB,True
00-0036972,Mac Jones,QB,SF,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,27.990287,3,32,3,11,195.545455,176.134545,11.020501,-6.193197,14.988814,STARTER,1,MEDIUM,False,True,171,241.600000,0.842105,1.008816,0.000000,12.072727,UNKNOWN,,False,245.000000,183.797157,192.923922,194.624816,194.624816,194.624816,2957.818182,2218.932950,2329.117891,2349.652328,2349.652328,2349.652328,4165.000000,3124.551670,3279.706669,3308.621877,3308.621877,3308.621877,SF,QB,True
00-0039917,Michael Penix Jr.,QB,ATL,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,26.317426,2,14,1,9,220.222222,155.000000,42.078853,46.031746,33.780761,STARTER,1,MEDIUM,False,True,204,225.507692,0.700000,1.020000,0.000000,10.620513,UNKNOWN,,False,245.000000,187.731819,199.064581,203.045873,203.045873,203.045873,2602.025641,1993.808194,2114.167937,2156.451296,2156.451296,2156.451296,4165.000000,3191.440929,3384.097881,3451.779839,3451.779839,3451.779839,ATL,QB,True
00-0036945,Justin Fields,QB,NYJ,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,27.494726,3,32,3,9,139.888889,140.866923,-0.694297,10.966754,0.671141,STARTER,1,MEDIUM,False,True,171,241.600000,0.842105,1.000000,0.000000,11.927273,UNKNOWN,,False,245.000000,139.693500,155.784000,155.784000,155.784000,155.784000,2922.181818,1666.162473,1858.078255,1858.078255,1858.078255,1858.078255,4165.000000,2374.789500,2648.328000,2648.328000,2648.328000,2648.328000,KC,QB,True
00-0039910,Jayden Daniels,QB,WAS,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|ROLE_DROP,25.704135,2,24,1,7,180.285714,209.882353,-14.101537,-4.880952,6.711409,BACKUP,2,LOW,False,True,132,125.354167,0.800000,1.000000,0.000000,9.888889,UNKNOWN,,False,22.300000,195.021968,181.088408,181.088408,181.088408,181.088408,220.522222,1928.550572,1790.763143,1790.763143,1790.763143,1790.763143,379.100000,3315.373455,3078.502931,3078.502931,3078.502931,3078.502931,WAS,QB,True
00-0035228,Kyler Murray,QB,ARI,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|ROLE_DROP,29.069023,3,30,2,5,192.400000,225.950368,-14.848556,-0.648850,12.975391,BACKUP,2,LOW,False,True,124,124.116667,0.833333,1.000000,0.000000,8.964286,UNKNOWN,,False,22.300000,212.558403,197.818114,197.818114,197.818114,197.818114,199.903571,1905.434258,1773.298092,1773.298092,1773.298092,1773.298092,379.100000,3613.492855,3362.907935,3362.907935,3362.907935,3362.907935,MIN,QB,True
00-0032268,Marcus Mariota,QB,WAS,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,32.839121,3,15,1,10,169.500000,107.566667,57.576697,67.424708,3.355705,STARTER,1,MEDIUM,False,True,171,241.600000,0.714286,1.020000,0.000000,10.000000,UNKNOWN,,False,245.000000,132.844526,163.917519,167.195869,167.195869,167.195869,2450.000000,1328.445262,1639.175187,1671.958691,1671.958691,1671.958691,4165.000000,2258.356945,2786.597818,2842.329774,2842.329774,2842.329774,WAS,QB,True
00-0029604,Kirk Cousins,QB,ATL,2026,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON|ROLE_DROP,38.035668,3,32,3,10,172.100000,264.852679,-35.020480,-22.340508,4.250559,BACKUP,2,LOW,False,True,17,164.833333,0.800000,0.903715,0.000000,9.290909,UNKNOWN,,False,22.300000,203.143503,195.481469,176.659468,176.659468,176.659468,207.187273,1887.387819,1816.200558,1641.327062,1641.327062,1641.327062,379.100000,3453.439552,3323.184975,3003.210964,3003.210964,3003.210964,LV,QB,True
00-0039376,Spencer Rattler,QB,NO,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,25.925905,2,16,1,9,176.222222,188.142857,-6.335949,-12.329435,5.145414,BACKUP,2,MEDIUM,False,True,132,125.354167,0.727273,1.000000,0.000000,6.676190,UNKNOWN,,False,22.300000,182.281654,166.755976,166.755976,166.755976,166.755976,148.879048,1216.947043,1113.294657,1113.294657,1113.294657,1113.294657,379.100000,3098.788119,2834.851586,2834.851586,2834.851586,2834.851586,NO,QB,True
00-0031503,Jameis Winston,QB,NYG,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|ROLE_DROP|RECENT_TEAM_CHANGE,32.652943,3,20,1,3,189.000000,140.731818,34.297988,8.735537,10.290828,BACKUP,3,LOW,False,True,124,124.116667,0.769231,1.020000,0.000000,6.218750,UNKNOWN,,False,4.500000,160.373778,152.006752,155.046887,155.046887,155.046887,27.984375,997.324433,945.291992,964.197832,964.197832,964.197832,76.500000,2726.354229,2584.114791,2635.797087,2635.797087,2635.797087,NYG,QB,True
00-0040704,Dillon Gabriel,QB,CLE,2026,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,25.676756,1,10,1,10,93.700000,,0.000000,0.000000,0.000000,BACKUP,2,LOW,False,True,132,125.354167,0.333333,1.000000,0.000000,7.272727,UNKNOWN,,False,22.300000,93.700000,114.802778,114.802778,114.802778,114.802778,162.181818,681.454545,834.929293,834.929293,834.929293,834.929293,379.100000,1592.900000,1951.647222,1951.647222,1951.647222,1951.647222,CLE,QB,True
00-0035289,Gardner Minshew,QB,KC,2026,ESTABLISHED,SHORTENED_PRIOR_SEASON|ROLE_DROP|RECENT_TEAM_CHANGE,30.295605,3,30,2,4,9.250000,203.141875,-95.446532,-89.382121,0.000000,BACKUP,4,LOW,False,True,124,124.116667,0.857143,1.000000,0.000000,6.857143,UNKNOWN,,False,4.500000,90.049852,94.916540,94.916540,94.916540,94.916540,30.857143,617.484698,650.856272,650.856272,650.856272,650.856272,76.500000,1530.847481,1613.581175,1613.581175,1613.581175,1613.581175,AZ,QB,True
00-0040398,Brady Cook,QB,NYJ,2026,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,24.888239,1,5,0,5,147.800000,,0.000000,0.000000,0.671141,BACKUP,2,LOW,False,True,132,125.354167,0.200000,1.000000,0.000000,5.000000,UNKNOWN,,False,22.300000,147.800000,129.843333,129.843333,129.843333,129.843333,111.500000,739.000000,649.216667,649.216667,649.216667,649.216667,379.100000,2512.600000,2207.336667,2207.336667,2207.336667,2207.336667,MIA,QB,True
00-0038579,Aidan O'Connell,QB,LV,2026,DEVELOPING,SHORTENED_PRIOR_SEASON,28.001239,3,21,2,1,102.000000,186.994949,-45.453072,-22.708400,0.000000,BACKUP,3,MEDIUM,False,True,124,124.116667,0.636364,1.000000,0.000000,4.936364,UNKNOWN,,False,4.500000,130.567007,128.221429,128.221429,128.221429,128.221429,22.213636,644.526228,632.947599,632.947599,632.947599,632.947599,76.500000,2219.639127,2179.764293,2179.764293,2179.764293,2179.764293,LV,QB,True
00-0033662,Cooper Rush,QB,BAL,2026,DEVELOPING,SHORTENED_PRIOR_SEASON|ROLE_DROP|RECENT_TEAM_CHANGE,32.778887,3,23,1,4,75.750000,107.083333,-29.260700,-27.306617,0.000000,BACKUP,3,LOW,False,True,124,124.116667,0.657143,1.000000,0.000000,6.215714,UNKNOWN,,False,4.500000,89.657655,101.472173,101.472173,101.472173,101.472173,27.970714,557.286365,630.722035,630.722035,630.722035,630.722035,76.500000,1524.180128,1725.026941,1725.026941,1725.026941,1725.026941,ATL,QB,True
00-0028118,Tyrod Taylor,QB,NYJ,2026,RETURNING_FROM_INJURY_OR_SHORTENED,LATE_CAREER|SHORTENED_PRIOR_SEASON,37.080139,3,18,1,6,129.833333,85.610000,51.656738,66.047088,0.000000,BACKUP,3,MEDIUM,False,True,17,164.833333,0.750000,1.020000,0.000000,5.240000,UNKNOWN,,False,4.500000,102.226140,117.877938,120.235497,120.235497,120.235497,23.580000,535.664975,617.680398,630.034006,630.034006,630.034006,76.500000,1737.844384,2003.924954,2044.003453,2044.003453,2044.003453,GB,QB,True
00-0040234,Quinn Ewers,QB,MIA,2026,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,23.467265,1,4,0,4,155.500000,,0.000000,0.000000,1.342282,BACKUP,2,LOW,False,True,132,125.354167,0.166667,1.000000,0.000000,4.750000,UNKNOWN,,False,22.300000,155.500000,130.378472,130.378472,130.378472,130.378472,105.925000,738.625000,619.297743,619.297743,619.297743,619.297743,379.100000,2643.500000,2216.434028,2216.434028,2216.434028,2216.434028,JAX,QB,True
00-0034771,Mason Rudolph,QB,PIT,2026,DEVELOPING,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,31.127929,3,17,1,5,62.000000,187.225000,-66.884764,-58.400000,0.000000,BACKUP,2,LOW,False,True,124,124.116667,0.586207,1.000000,0.000000,5.439655,UNKNOWN,,False,22.300000,105.230406,113.045410,113.045410,113.045410,113.045410,121.304310,572.417122,614.928052,614.928052,614.928052,614.928052,379.100000,1788.916902,1921.771977,1921.771977,1921.771977,1921.771977,PIT,QB,True
00-0040494,Max Brosmer,QB,MIN,2026,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,25.430344,1,7,0,7,46.857143,,0.000000,0.000000,0.000000,BACKUP,3,LOW,False,True,132,125.354167,0.259259,1.000000,0.000000,5.736842,UNKNOWN,,False,4.500000,46.857143,105.003086,105.003086,105.003086,105.003086,25.815789,268.812030,602.386127,602.386127,602.386127,602.386127,76.500000,796.571429,1785.052469,1785.052469,1785.052469,1785.052469,MIN,QB,True
00-0032950,Carson Wentz,QB,MIN,2026,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,33.671444,3,8,0,5,243.200000,95.400000,154.926625,131.903945,55.480984,BACKUP,2,MEDIUM,False,True,124,124.116667,0.571429,1.020000,0.000000,4.120000,UNKNOWN,,False,22.300000,152.275197,140.207255,143.011400,143.011400,143.011400,91.876000,627.373810,577.653891,589.206969,589.206969,589.206969,379.100000,2588.678341,2383.523338,2431.193805,2431.193805,2431.193805,MIN,QB,True
00-0040206,Riley Leonard,QB,IND,2026,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,23.968302,1,5,0,5,83.000000,,0.000000,0.000000,0.000000,BACKUP,3,LOW,False,True,132,125.354167,0.200000,1.000000,0.000000,5.000000,UNKNOWN,,False,4.500000,83.000000,116.883333,116.883333,116.883333,116.883333,22.500000,415.000000,584.416667,584.416667,584.416667,584.416667,76.500000,1411.000000,1987.016667,1987.016667,1987.016667,1987.016667,IND,QB,True
00-0036679,Shane Buechele,QB,KC,2026,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,28.647385,1,1,0,1,88.000000,,0.000000,0.000000,0.000000,BACKUP,3,LOW,False,True,124,124.116667,0.047619,1.000000,0.000000,4.692308,UNKNOWN,,False,4.500000,88.000000,122.396825,122.396825,122.396825,122.396825,21.115385,412.923077,574.323565,574.323565,574.323565,574.323565,76.500000,1496.000000,2080.746032,2080.746032,2080.746032,2080.746032,BUF,QB,True
00-0038658,Adrian Martinez,QB,SF,2026,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,26.651451,1,1,0,1,0.000000,,0.000000,0.000000,0.000000,BACKUP,3,LOW,False,True,132,125.354167,0.047619,1.000000,0.000000,4.692308,UNKNOWN,,False,4.500000,0.000000,119.384921,119.384921,119.384921,119.384921,21.115385,0.000000,560.190781,560.190781,560.190781,560.190781,76.500000,0.000000,2029.543651,2029.543651,2029.543651,2029.543651,SF,QB,True
00-0035993,Tyler Huntley,QB,BAL,2026,DEVELOPING,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,28.576199,3,15,0,5,85.200000,121.980000,-30.152484,-32.595573,0.000000,BACKUP,2,LOW,False,True,124,124.116667,0.555556,1.000000,0.000000,5.000000,UNKNOWN,,False,22.300000,100.782514,111.153249,111.153249,111.153249,111.153249,111.500000,503.912572,555.766244,555.766244,555.766244,555.766244,379.100000,1713.302746,1889.605229,1889.605229,1889.605229,1889.605229,BAL,QB,True
