playerName,team,position,primaryMetric,role,roleSource,identityMatched,identityEligible,identityWeight,careerState,careerFlags,contractStatus,officialPerGame,identityPerGame,candidatePerGame,officialProjection,candidateProjection,delta,actualGames,identityProjectedGames,candidateRemainingGames,productionChanged
Mitchell Trubisky,TEN,QB,passingYards,BACKUP,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,12.600000,82.935183,12.600000,214.000000,214.000000,0.000000,0.000000,5.498276,17.000000,False
Andy Dalton,PHI,QB,passingYards,DEVELOPMENTAL,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON,UNKNOWN,5.600000,117.647394,5.600000,94.000000,94.000000,0.000000,0.000000,4.650000,17.000000,False
Sam Ehlinger,DEN,QB,passingYards,DEVELOPMENTAL,Ourlads depth chart,False,False,0.000000,,,,5.400000,,5.400000,91.000000,91.000000,0.000000,0.000000,,17.000000,False
Behren Morton,NE,QB,passingYards,DEVELOPMENTAL,Ourlads depth chart,False,False,0.000000,,,,5.200000,,5.200000,88.000000,88.000000,0.000000,0.000000,,17.000000,False
Cooper Rush,ATL,QB,passingYards,DEVELOPMENTAL,Ourlads depth chart,True,False,0.000000,DEVELOPING,SHORTENED_PRIOR_SEASON|ROLE_DROP|RECENT_TEAM_CHANGE,UNKNOWN,5.100000,101.472173,5.100000,86.000000,86.000000,0.000000,0.000000,6.215714,17.000000,False
Will Howard,PIT,QB,passingYards,DEVELOPMENTAL,Ourlads depth chart,False,False,0.000000,,,,5.000000,,5.000000,85.000000,85.000000,0.000000,0.000000,,17.000000,False
Jalen Milroe,SEA,QB,passingYards,DEVELOPMENTAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,4.900000,109.003623,4.900000,83.000000,83.000000,0.000000,0.000000,4.600000,17.000000,False
Jadarian Price,SEA,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1590.000000,1590.000000,0.000000,0.000000,,17.000000,False
Hassan Haskins,NE,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,ESTABLISHED,SHORTENED_PRIOR_SEASON,UNKNOWN,,7.232759,,1417.000000,1417.000000,0.000000,0.000000,10.203361,17.000000,False
Rhamondre Stevenson,NE,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,ROLE_CHANGED,LATE_CAREER|ROLE_DROP,UNKNOWN,,61.111437,,1417.000000,1417.000000,0.000000,0.000000,13.773585,17.000000,False
Bhayshul Tuten,JAX,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,,24.895238,,1392.000000,1392.000000,0.000000,0.000000,13.222222,17.000000,False
J'Mari Taylor,JAX,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1392.000000,1392.000000,0.000000,0.000000,,17.000000,False
Dean Connors,LAR,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1354.000000,1354.000000,0.000000,0.000000,,17.000000,False
Adam Prentice,DEN,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,ESTABLISHED,LATE_CAREER|RECENT_TEAM_CHANGE,UNKNOWN,,4.697303,,1353.000000,1353.000000,0.000000,0.000000,10.225000,17.000000,False
J.K. Dobbins,DEN,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|ROLE_DROP|RECENT_TEAM_CHANGE,UNKNOWN,,68.788507,,1353.000000,1353.000000,0.000000,0.000000,10.966667,17.000000,False
Frank Gore Jr.,BUF,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1338.000000,1338.000000,0.000000,0.000000,,17.000000,False
David Montgomery,HOU,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER,UNKNOWN,,55.467897,,1337.000000,1337.000000,0.000000,0.000000,15.092105,17.000000,False
Jawhar Jordan,HOU,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,28.513889,,1337.000000,1337.000000,0.000000,0.000000,10.000000,17.000000,False
Sincere McCormick,SF,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1330.000000,1330.000000,0.000000,0.000000,,17.000000,False
Jaydn Ott,KC,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1329.000000,1329.000000,0.000000,0.000000,,17.000000,False
Tyler Goodson,ATL,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,ESTABLISHED,SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,,8.787966,,1324.000000,1324.000000,0.000000,0.000000,9.857143,17.000000,False
Dameon Pierce,PHI,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,ESTABLISHED,SHORTENED_PRIOR_SEASON|ROLE_DROP|RECENT_TEAM_CHANGE,UNKNOWN,,16.424006,,1323.000000,1323.000000,0.000000,0.000000,7.893902,17.000000,False
Omarion Hampton,LAC,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,62.051724,,1315.000000,1315.000000,0.000000,0.000000,12.428571,17.000000,False
Salvon Ahmed,CHI,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1312.000000,1312.000000,0.000000,0.000000,,17.000000,False
Jarquez Hunter,MIA,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1309.000000,1309.000000,0.000000,0.000000,,17.000000,False
Evan Hull,ARI,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,,7.812154,,1305.000000,1305.000000,0.000000,0.000000,6.280702,17.000000,False
Jeremiyah Love,ARI,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1305.000000,1305.000000,0.000000,0.000000,,17.000000,False
Travis Homer,PIT,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,,1.857973,,1304.000000,1304.000000,0.000000,0.000000,8.244286,17.000000,False
Anderson Castle,IND,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1301.000000,1301.000000,0.000000,0.000000,,17.000000,False
Aaron Jones Sr.,MIN,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,,60.882485,,1296.000000,1296.000000,0.000000,0.000000,13.269231,17.000000,False
MarShawn Lloyd,GB,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1296.000000,1296.000000,0.000000,0.000000,,17.000000,False
Pierre Strong Jr.,GB,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1296.000000,1296.000000,0.000000,0.000000,,17.000000,False
Jonathan Ward,BAL,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1294.000000,1294.000000,0.000000,0.000000,,17.000000,False
Quinshon Judkins,CLE,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,,77.361991,,1286.000000,1286.000000,0.000000,0.000000,14.692308,17.000000,False
Josh Williams,TB,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,5.833333,,1283.000000,1283.000000,0.000000,0.000000,7.142857,17.000000,False
Israel Abanikanda,DAL,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1278.000000,1278.000000,0.000000,0.000000,,17.000000,False
Anthony Tyus III,CAR,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1270.000000,1270.000000,0.000000,0.000000,,17.000000,False
Chuba Hubbard,CAR,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,ROLE_CHANGED,ROLE_DROP,UNKNOWN,,54.991548,,1270.000000,1270.000000,0.000000,0.000000,15.238983,17.000000,False
Kendall Milton,CIN,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,6.936508,,1267.000000,1267.000000,0.000000,0.000000,7.461538,17.000000,False
CJ Donaldson,NO,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1266.000000,1266.000000,0.000000,0.000000,,17.000000,False
Jacory Croskey-Merritt,WAS,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,,68.797297,,1251.000000,1251.000000,0.000000,0.000000,16.172414,17.000000,False
Robert Henry Jr.,WAS,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1251.000000,1251.000000,0.000000,0.000000,,17.000000,False
Cam Skattebo,NYG,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,39.369048,,1247.000000,1247.000000,0.000000,0.000000,9.800000,17.000000,False
Grant Finley,NYG,RB,scrimmageYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,,,,1247.000000,1247.000000,0.000000,0.000000,,17.000000,False
Ashton Jeanty,LV,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,,79.819127,,1216.000000,1216.000000,0.000000,0.000000,16.379310,17.000000,False
Dare Ogunbowale,LV,RB,scrimmageYards,STARTER,Ourlads depth chart,True,False,0.000000,ROLE_CHANGED,LATE_CAREER|ROLE_DROP,UNKNOWN,,8.500119,,1216.000000,1216.000000,0.000000,0.000000,12.708824,17.000000,False
George Holani,SEA,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,,11.417140,,606.000000,606.000000,0.000000,0.000000,9.018667,17.000000,False
Jacardia Wright,SEA,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,7.793651,,606.000000,606.000000,0.000000,0.000000,7.461538,17.000000,False
Lan Larison,NE,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,598.000000,598.000000,0.000000,0.000000,,17.000000,False
Chris Rodriguez Jr.,JAX,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,,37.624876,,591.000000,591.000000,0.000000,0.000000,10.975000,17.000000,False
TreVeyon Henderson,NE,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,,75.797297,,588.000000,588.000000,0.000000,0.000000,16.172414,16.700000,False
Blake Corum,LAR,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ASCENDING,,UNKNOWN,,43.075257,,575.000000,575.000000,0.000000,0.000000,15.941176,17.000000,False
Cody Schrader,DEN,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,575.000000,575.000000,0.000000,0.000000,,17.000000,False
Jordan Waters,LAR,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,575.000000,575.000000,0.000000,0.000000,,17.000000,False
RJ Harvey,DEN,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,,69.418919,,575.000000,575.000000,0.000000,0.000000,16.172414,17.000000,False
Noah Whittington,HOU,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,568.000000,568.000000,0.000000,0.000000,,17.000000,False
Ty Johnson,BUF,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,LATE_CAREER,UNKNOWN,,26.778186,,568.000000,568.000000,0.000000,0.000000,14.970909,17.000000,False
Woody Marks,HOU,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,,71.763889,,568.000000,568.000000,0.000000,0.000000,15.571429,17.000000,False
Emmett Johnson,KC,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,565.000000,565.000000,0.000000,0.000000,,17.000000,False
Jordan James,SF,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,565.000000,565.000000,0.000000,0.000000,,17.000000,False
Brian Robinson Jr.,ATL,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ROLE_CHANGED,ROLE_DROP|RECENT_TEAM_CHANGE,UNKNOWN,,34.298451,,563.000000,563.000000,0.000000,0.000000,15.013793,17.000000,False
Carson Steele,PHI,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,563.000000,563.000000,0.000000,0.000000,,17.000000,False
Cash Jones,ATL,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,563.000000,563.000000,0.000000,0.000000,,17.000000,False
Tank Bigsby,PHI,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ROLE_CHANGED,ROLE_DROP|RECENT_TEAM_CHANGE,UNKNOWN,,27.314886,,563.000000,563.000000,0.000000,0.000000,14.142857,17.000000,False
Amar Johnson,LAC,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,7.222222,,558.000000,558.000000,0.000000,0.000000,7.461538,17.000000,False
Keaton Mitchell,LAC,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DEVELOPING,,UNKNOWN,,28.377940,,558.000000,558.000000,0.000000,0.000000,9.933333,17.000000,False
Carlos Washington Jr.,MIA,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,557.000000,557.000000,0.000000,0.000000,,17.000000,False
Jacob Saylors,DET,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,4.139785,,557.000000,557.000000,0.000000,0.000000,9.434783,17.000000,False
Jaylen Wright,MIA,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,,27.894965,,557.000000,557.000000,0.000000,0.000000,11.086275,17.000000,False
Kyle Monangai,CHI,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,,54.310811,,557.000000,557.000000,0.000000,0.000000,16.172414,17.000000,False
Lew Nichols,PIT,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,6.841270,,554.000000,554.000000,0.000000,0.000000,7.461538,17.000000,False
Rico Dowdle,PIT,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,LATE_CAREER|RECENT_TEAM_CHANGE,UNKNOWN,,74.283117,,554.000000,554.000000,0.000000,0.000000,16.441803,17.000000,False
Tyler Allgeier,ARI,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,,UNKNOWN,,41.246987,,554.000000,554.000000,0.000000,0.000000,16.619048,17.000000,False
Seth McGowan,IND,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,553.000000,553.000000,0.000000,0.000000,,17.000000,False
Chris Brooks,GB,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DEVELOPING,,UNKNOWN,,18.399539,,550.000000,550.000000,0.000000,0.000000,12.793023,17.000000,False
Jordan Mason,MIN,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,RECENT_TEAM_CHANGE,UNKNOWN,,55.245934,,550.000000,550.000000,0.000000,0.000000,15.057143,17.000000,False
Justice Hill,BAL,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON,UNKNOWN,,27.285118,,550.000000,550.000000,0.000000,0.000000,12.309434,17.000000,False
Dylan Sampson,CLE,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,,27.618838,,547.000000,547.000000,0.000000,0.000000,13.222222,17.000000,False
Kenny Gainwell,TB,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,RECENT_TEAM_CHANGE,UNKNOWN,,45.519476,,546.000000,546.000000,0.000000,0.000000,16.491935,17.000000,False
Malik Davis,DAL,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,,15.600735,,543.000000,543.000000,0.000000,0.000000,8.747826,17.000000,False
Jonathon Brooks,CAR,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,540.000000,540.000000,0.000000,0.000000,,17.000000,False
Kentrel Bullock,CIN,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,539.000000,539.000000,0.000000,0.000000,,17.000000,False
Samaje Perine,CIN,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,LATE_CAREER|RECENT_TEAM_CHANGE,UNKNOWN,,30.523894,,539.000000,539.000000,0.000000,0.000000,15.132787,17.000000,False
Alvin Kamara,NO,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON,UNKNOWN,,66.812477,,537.000000,537.000000,0.000000,0.000000,13.112000,17.000000,False
Zamir White,NO,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,SHORTENED_PRIOR_SEASON,UNKNOWN,,20.761645,,537.000000,537.000000,0.000000,0.000000,8.647368,17.000000,False
Craig Reynolds,WAS,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON,UNKNOWN,,10.262583,,532.000000,532.000000,0.000000,0.000000,8.587838,17.000000,False
Rachaad White,WAS,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,,UNKNOWN,,58.347913,,532.000000,532.000000,0.000000,0.000000,16.124590,17.000000,False
Tyrone Tracy Jr.,NYG,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DEVELOPING,,UNKNOWN,,72.294275,,530.000000,530.000000,0.000000,0.000000,15.786096,17.000000,False
Kalel Mullings,TEN,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,6.277778,,520.000000,520.000000,0.000000,0.000000,7.000000,17.000000,False
Tyjae Spears,TEN,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DEVELOPING,,UNKNOWN,,45.592964,,520.000000,520.000000,0.000000,0.000000,13.677778,17.000000,False
Brady Russell,SEA,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,LATE_CAREER|SHORTENED_PRIOR_SEASON,UNKNOWN,,1.197222,,517.000000,517.000000,0.000000,0.000000,8.466667,17.000000,False
Mike Washington Jr.,LV,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,516.000000,516.000000,0.000000,0.000000,,17.000000,False
Roman Hemby,LV,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,,,,516.000000,516.000000,0.000000,0.000000,,17.000000,False
Braelon Allen,NYJ,RB,scrimmageYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,,25.885083,,513.000000,513.000000,0.000000,0.000000,10.957576,17.000000,False
DeeJay Dallas,JAX,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,,4.241757,,505.000000,505.000000,0.000000,0.000000,11.344000,17.000000,False
Ben VanSumeren,BUF,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,False,False,0.000000,,,,,,,485.000000,485.000000,0.000000,0.000000,,17.000000,False
Emari Demercado,KC,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,,30.784492,,482.000000,482.000000,0.000000,0.000000,12.112500,17.000000,False
Kyle Juszczyk,SF,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,DECLINING,LATE_CAREER,UNKNOWN,,14.026770,,482.000000,482.000000,0.000000,0.000000,14.050000,17.000000,False
Alec Ingold,LAC,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON,UNKNOWN,,7.052137,,477.000000,477.000000,0.000000,0.000000,9.428571,17.000000,False
Brittain Brown,CHI,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,LOW_SAMPLE,LATE_CAREER|SHORTENED_PRIOR_SEASON,UNKNOWN,,23.787879,,475.000000,475.000000,0.000000,0.000000,10.571429,17.000000,False
Justin Jackson,DET,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,False,False,0.000000,,,,,,,475.000000,475.000000,0.000000,0.000000,,17.000000,False
Trayveon Williams,DET,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,LATE_CAREER|SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,,6.366806,,475.000000,475.000000,0.000000,0.000000,8.376923,17.000000,False
James Conner,ARI,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,,44.776321,,473.000000,473.000000,0.000000,0.000000,8.563636,17.000000,False
Ulysses Bentley IV,IND,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,6.841270,,472.000000,472.000000,0.000000,0.000000,7.461538,17.000000,False
Jermar Jefferson,MIN,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,False,False,0.000000,,,,,,,470.000000,470.000000,0.000000,0.000000,,17.000000,False
Josh Jacobs,GB,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,DECLINING,LATE_CAREER,UNKNOWN,,81.001964,,470.000000,470.000000,0.000000,0.000000,15.447368,17.000000,False
Lucas Scott,BAL,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,False,False,0.000000,,,,,,,470.000000,470.000000,0.000000,0.000000,,17.000000,False
Zavier Scott,MIN,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,,21.591398,,470.000000,470.000000,0.000000,0.000000,11.521739,17.000000,False
Ahmani Marshall,CLE,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,False,False,0.000000,,,,,,,467.000000,467.000000,0.000000,0.000000,,17.000000,False
Michael Burton,CLE,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,False,False,0.000000,,,,,,,467.000000,467.000000,0.000000,0.000000,,17.000000,False
Barika Kpeenu,TB,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,False,False,0.000000,,,,,,,465.000000,465.000000,0.000000,0.000000,,17.000000,False
Hunter Luepke,DAL,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,ASCENDING,ROLE_DROP,UNKNOWN,,11.110690,,464.000000,464.000000,0.000000,0.000000,12.104000,17.000000,False
Trevor Etienne,CAR,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,,16.963766,,460.000000,460.000000,0.000000,0.000000,14.517241,17.000000,False
Patrick Ricard,NYG,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON,UNKNOWN,,3.162866,,452.000000,452.000000,0.000000,0.000000,7.576471,17.000000,False
Andrew Beck,NYJ,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,LATE_CAREER|SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,,3.478270,,438.000000,438.000000,0.000000,0.000000,8.087838,17.000000,False
Chip Trayanum,NYJ,RB,scrimmageYards,UNCERTAIN,uncertain fallback because no verified depth source was available,False,False,0.000000,,,,,,,438.000000,438.000000,0.000000,0.000000,,17.000000,False
Jalen Reagor,MIA,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,62.800000,,62.800000,1067.000000,1067.000000,0.000000,0.000000,,17.000000,False
Tyquan Thornton,KC,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,60.100000,18.894642,60.100000,1022.000000,1022.000000,0.000000,0.000000,8.033784,17.000000,False
DJ Moore,BUF,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,ESTABLISHED,,UNKNOWN,59.900000,50.947360,59.900000,1019.000000,1019.000000,0.000000,0.000000,16.619048,17.000000,False
Chris Moore,BAL,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON|ROLE_DROP|RECENT_TEAM_CHANGE,UNKNOWN,58.000000,20.718685,58.000000,986.000000,986.000000,0.000000,0.000000,11.192369,17.000000,False
Chris Godwin Jr.,TB,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,ESTABLISHED,SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,57.500000,50.445986,57.500000,977.000000,977.000000,0.000000,0.000000,9.973333,17.000000,False
