playerName,team,position,primaryMetric,role,roleSource,identityMatched,identityEligible,identityWeight,careerState,careerFlags,contractStatus,officialPerGame,identityPerGame,candidatePerGame,officialProjection,candidateProjection,delta,actualGames,identityProjectedGames,candidateRemainingGames,productionChanged
Stefon Diggs,WAS,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,ESTABLISHED,LATE_CAREER|RECENT_TEAM_CHANGE,UNKNOWN,56.000000,60.907234,56.000000,953.000000,953.000000,0.000000,0.000000,14.455556,17.000000,False
Braxton Berrios,NYG,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,55.800000,6.723801,55.800000,949.000000,949.000000,0.000000,0.000000,7.863158,17.000000,False
Calvin Ridley,TEN,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,54.800000,41.059920,54.800000,932.000000,932.000000,0.000000,0.000000,11.160377,17.000000,False
Deven Thompkins,LV,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,54.500000,4.984862,54.500000,926.000000,926.000000,0.000000,0.000000,8.495122,17.000000,False
David Moore,CAR,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,54.000000,7.406066,54.000000,918.000000,918.000000,0.000000,0.000000,7.200000,17.000000,False
Cooper Kupp,SEA,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER|RECENT_TEAM_CHANGE,UNKNOWN,51.300000,41.608385,51.300000,872.000000,872.000000,0.000000,0.000000,14.384615,17.000000,False
Jalen Tolbert,MIA,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,ESTABLISHED,SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,49.700000,21.288837,49.700000,844.000000,844.000000,0.000000,0.000000,12.534545,17.000000,False
Trent Sherfield,BUF,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,47.400000,6.775426,47.400000,806.000000,806.000000,0.000000,0.000000,8.945000,17.000000,False
KhaDarel Hodge,SF,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,DECLINING,LATE_CAREER|SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,47.100000,6.527082,47.100000,801.000000,801.000000,0.000000,0.000000,9.186667,17.000000,False
Gary Jennings,LAC,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,46.600000,,46.600000,792.000000,792.000000,0.000000,0.000000,,17.000000,False
Jayden Reed,GB,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,46.200000,41.495318,46.200000,785.000000,785.000000,0.000000,0.000000,11.458000,17.000000,False
Rashod Bateman,BAL,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,ESTABLISHED,SHORTENED_PRIOR_SEASON,UNKNOWN,45.900000,29.037296,45.900000,780.000000,780.000000,0.000000,0.000000,14.371429,17.000000,False
Jalen McMillan,TB,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,45.500000,32.455310,45.500000,773.000000,773.000000,0.000000,0.000000,8.468966,17.000000,False
Denzel Boston,CLE,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,44.300000,,44.300000,752.000000,752.000000,0.000000,0.000000,,17.000000,False
Ihmir Smith-Marsette,ARI,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,43.600000,,43.600000,741.000000,741.000000,0.000000,0.000000,,17.000000,False
Caleb Douglas,MIA,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,37.500000,,37.500000,637.000000,637.000000,0.000000,0.000000,,17.000000,False
Britain Covey,PHI,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,DEVELOPING,SHORTENED_PRIOR_SEASON,UNKNOWN,36.300000,5.462218,36.300000,617.000000,617.000000,0.000000,0.000000,7.350000,17.000000,False
Makai Lemon,PHI,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,36.300000,,36.300000,617.000000,617.000000,0.000000,0.000000,,17.000000,False
Alex Bachman,LAR,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,DEVELOPING,SHORTENED_PRIOR_SEASON,UNKNOWN,36.200000,4.883868,36.200000,616.000000,616.000000,0.000000,0.000000,8.504202,17.000000,False
Tim Jones,JAX,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,36.100000,7.471853,36.100000,614.000000,614.000000,0.000000,0.000000,7.000000,17.000000,False
Andrew Armstrong,KC,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,35.900000,,35.900000,610.000000,610.000000,0.000000,0.000000,,17.000000,False
De'Zhaun Stribling,SF,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,35.600000,,35.600000,604.000000,604.000000,0.000000,0.000000,,17.000000,False
Tre' Harris,LAC,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,35.100000,19.555556,35.100000,597.000000,597.000000,0.000000,0.000000,14.285714,17.000000,False
Kaden Davis,CHI,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,35.100000,6.150000,35.100000,596.000000,596.000000,0.000000,0.000000,7.000000,17.000000,False
Luther Burden III,CHI,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,35.100000,30.232468,35.100000,596.000000,596.000000,0.000000,0.000000,12.777778,17.000000,False
Isaac TeSlaa,DET,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,35.000000,18.205882,35.000000,595.000000,595.000000,0.000000,0.000000,13.076923,17.000000,False
Lucky Jackson,DET,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,35.000000,,35.000000,595.000000,595.000000,0.000000,0.000000,,17.000000,False
Chris Hilton Jr.,GB,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,34.900000,,34.900000,593.000000,593.000000,0.000000,0.000000,,17.000000,False
Matthew Golden,GB,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,34.900000,22.562834,34.900000,593.000000,593.000000,0.000000,0.000000,12.153846,17.000000,False
Roman Wilson,PIT,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,34.900000,11.379310,34.900000,593.000000,593.000000,0.000000,0.000000,8.428571,17.000000,False
Anthony Gould,IND,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,ASCENDING,SHORTENED_PRIOR_SEASON,UNKNOWN,34.800000,3.308070,34.800000,592.000000,592.000000,0.000000,0.000000,9.189753,17.000000,False
Michael Briscoe,MIN,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,34.600000,,34.600000,589.000000,589.000000,0.000000,0.000000,,17.000000,False
Devontez Walker,BAL,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,34.600000,14.760000,34.600000,588.000000,588.000000,0.000000,0.000000,8.811594,17.000000,False
Antwane Wells Jr.,ATL,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,34.400000,,34.400000,584.000000,584.000000,0.000000,0.000000,,17.000000,False
Jahan Dotson,ATL,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,ESTABLISHED,,UNKNOWN,34.400000,21.640666,34.400000,584.000000,584.000000,0.000000,0.000000,15.000000,17.000000,False
Emeka Egbuka,TB,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,34.300000,48.894895,34.300000,583.000000,583.000000,0.000000,0.000000,16.172414,17.000000,False
Garrett Greene,TB,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,34.300000,,34.300000,583.000000,583.000000,0.000000,0.000000,,17.000000,False
Anthony Smith,DAL,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,34.200000,,34.200000,581.000000,581.000000,0.000000,0.000000,,17.000000,False
Noah Thomas,CIN,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,33.900000,,33.900000,576.000000,576.000000,0.000000,0.000000,,17.000000,False
Bryce Lance,NO,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,33.800000,,33.800000,575.000000,575.000000,0.000000,0.000000,,17.000000,False
Jalen Moreno-Cropper,NO,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,33.800000,7.454545,33.800000,575.000000,575.000000,0.000000,0.000000,7.142857,17.000000,False
Michael Bandy,DEN,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,33.600000,6.958523,33.600000,572.000000,572.000000,0.000000,0.000000,6.352941,17.000000,False
Pat Bryant,DEN,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,33.600000,23.761708,33.600000,572.000000,572.000000,0.000000,0.000000,11.560000,17.000000,False
Antonio Williams,WAS,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,33.500000,,33.500000,569.000000,569.000000,0.000000,0.000000,,17.000000,False
Jaden Bradley,WAS,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,33.500000,,33.500000,569.000000,569.000000,0.000000,0.000000,,17.000000,False
KC Concepcion,CLE,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,33.400000,,33.400000,568.000000,568.000000,0.000000,0.000000,,17.000000,False
Kole Wilson,CLE,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,33.400000,,33.400000,568.000000,568.000000,0.000000,0.000000,,17.000000,False
Malachi Fields,NYG,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,33.300000,,33.300000,567.000000,567.000000,0.000000,0.000000,,17.000000,False
Jaylin Noel,HOU,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,33.200000,11.459459,33.200000,565.000000,565.000000,0.000000,0.000000,13.275862,17.000000,False
Lewis Bond,HOU,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,33.200000,,33.200000,565.000000,565.000000,0.000000,0.000000,,17.000000,False
Carnell Tate,TEN,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,32.700000,,32.700000,556.000000,556.000000,0.000000,0.000000,,17.000000,False
Xavier Restrepo,TEN,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,32.700000,9.318182,32.700000,556.000000,556.000000,0.000000,0.000000,7.142857,17.000000,False
DeMario Douglas,NE,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,ROLE_CHANGED,ROLE_DROP,UNKNOWN,32.500000,27.497660,32.500000,553.000000,553.000000,0.000000,0.000000,14.934483,17.000000,False
Isaiah Williams,NYJ,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,ASCENDING,RECENT_TEAM_CHANGE,UNKNOWN,32.500000,12.143005,32.500000,553.000000,553.000000,0.000000,0.000000,12.347899,17.000000,False
Jack Bech,LV,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,32.500000,18.533422,32.500000,553.000000,553.000000,0.000000,0.000000,12.153846,17.000000,False
Kyle Dixon,NE,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,32.500000,,32.500000,553.000000,553.000000,0.000000,0.000000,,17.000000,False
Malik McClain,NYJ,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,32.500000,,32.500000,553.000000,553.000000,0.000000,0.000000,,17.000000,False
Tetairoa McMillan,CAR,WR,receivingYards,STARTER,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,32.300000,50.948949,32.300000,548.000000,548.000000,0.000000,0.000000,16.172414,17.000000,False
Emmanuel Henderson Jr.,SEA,WR,receivingYards,STARTER,Ourlads depth chart,False,False,0.000000,,,,30.600000,,30.600000,521.000000,521.000000,0.000000,0.000000,,17.000000,False
Chris Bell,MIA,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,16.100000,,16.100000,273.000000,273.000000,0.000000,0.000000,,17.000000,False
Ryan Miller,MIA,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DEVELOPING,SHORTENED_PRIOR_SEASON,UNKNOWN,16.100000,7.399753,16.100000,273.000000,273.000000,0.000000,0.000000,8.600000,17.000000,False
Elijah Moore,PHI,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,SHORTENED_PRIOR_SEASON|ROLE_DROP|RECENT_TEAM_CHANGE,UNKNOWN,15.600000,21.066042,15.600000,265.000000,265.000000,0.000000,0.000000,11.461111,17.000000,False
Hollywood Brown,PHI,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,15.600000,,15.600000,265.000000,265.000000,0.000000,0.000000,,17.000000,False
Tutu Atwell,LAR,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,15.500000,27.679841,15.500000,264.000000,264.000000,0.000000,0.000000,10.265306,17.000000,False
Xavier Smith,LAR,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ASCENDING,,UNKNOWN,15.500000,15.104419,15.500000,264.000000,264.000000,0.000000,0.000000,14.352941,17.000000,False
Austin Trammell,JAX,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DEVELOPING,SHORTENED_PRIOR_SEASON,UNKNOWN,15.500000,12.308294,15.500000,263.000000,263.000000,0.000000,0.000000,6.608824,17.000000,False
Travis Hunter,JAX,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,15.500000,,15.500000,263.000000,263.000000,0.000000,0.000000,,17.000000,False
Jalen Royals,KC,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,15.400000,6.181818,15.400000,262.000000,262.000000,0.000000,0.000000,7.142857,17.000000,False
Nikko Remigio,KC,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DEVELOPING,,UNKNOWN,15.400000,5.923577,15.400000,262.000000,262.000000,0.000000,0.000000,9.730550,17.000000,False
Joshua Palmer,BUF,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,15.300000,,15.300000,261.000000,261.000000,0.000000,0.000000,,17.000000,False
Stephen Gosnell,BUF,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,15.300000,,15.300000,261.000000,261.000000,0.000000,0.000000,,17.000000,False
Demarcus Robinson,SF,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ROLE_CHANGED,LATE_CAREER|ROLE_DROP|RECENT_TEAM_CHANGE,UNKNOWN,15.300000,22.519132,15.300000,259.000000,259.000000,0.000000,0.000000,13.058824,17.000000,False
Jacob Cowing,SF,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,15.300000,,15.300000,259.000000,259.000000,0.000000,0.000000,,17.000000,False
Efton Chism III,NE,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,15.100000,8.535714,15.100000,257.000000,257.000000,0.000000,0.000000,8.000000,17.000000,False
Derius Davis,LAC,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DEVELOPING,SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,15.100000,3.918192,15.100000,256.000000,256.000000,0.000000,0.000000,11.987273,17.000000,False
Jahdae Walker,CHI,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,15.000000,9.653846,15.000000,256.000000,256.000000,0.000000,0.000000,7.333333,17.000000,False
KeAndre Lambert-Smith,LAC,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,15.100000,7.166667,15.100000,256.000000,256.000000,0.000000,0.000000,8.909091,17.000000,False
Scotty Miller,CHI,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,15.000000,,15.000000,256.000000,256.000000,0.000000,0.000000,,17.000000,False
Tay Martin,DET,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,15.000000,9.644122,15.000000,255.000000,255.000000,0.000000,0.000000,6.729412,17.000000,False
Tom Kennedy,DET,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,15.000000,4.962500,15.000000,255.000000,255.000000,0.000000,0.000000,6.457143,17.000000,False
Ashton Dulin,IND,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,14.900000,9.264957,14.900000,254.000000,254.000000,0.000000,0.000000,12.036036,17.000000,False
Ben Skowronek,PIT,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,,UNKNOWN,15.000000,5.828783,15.000000,254.000000,254.000000,0.000000,0.000000,12.142000,17.000000,False
Bo Melton,GB,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,SHORTENED_PRIOR_SEASON,UNKNOWN,15.000000,13.645949,15.000000,254.000000,254.000000,0.000000,0.000000,10.607143,17.000000,False
Germie Bernard,PIT,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,15.000000,,15.000000,254.000000,254.000000,0.000000,0.000000,,17.000000,False
Kaden Wetjen,PIT,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,15.000000,,15.000000,254.000000,254.000000,0.000000,0.000000,,17.000000,False
Laquon Treadwell,IND,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,LATE_CAREER|SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,14.900000,5.365262,14.900000,254.000000,254.000000,0.000000,0.000000,6.403361,17.000000,False
Skyy Moore,GB,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,RECENT_TEAM_CHANGE,UNKNOWN,15.000000,6.379714,15.000000,254.000000,254.000000,0.000000,0.000000,11.080000,17.000000,False
Myles Price,MIN,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,14.900000,4.555556,14.900000,253.000000,253.000000,0.000000,0.000000,12.571429,17.000000,False
Tai Felton,MIN,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,14.900000,13.473011,14.900000,253.000000,253.000000,0.000000,0.000000,11.000000,17.000000,False
LaJohntay Wester,BAL,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,14.900000,4.823529,14.900000,252.000000,252.000000,0.000000,0.000000,11.230769,17.000000,False
Xavier Guillory,BAL,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,14.900000,,14.900000,252.000000,252.000000,0.000000,0.000000,,17.000000,False
Chris Blair,ATL,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,14.700000,7.328905,14.700000,251.000000,251.000000,0.000000,0.000000,6.670588,17.000000,False
Vinny Anthony II,ATL,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,14.700000,,14.700000,251.000000,251.000000,0.000000,0.000000,,17.000000,False
Kameron Johnson,TB,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ASCENDING,,UNKNOWN,14.700000,4.275597,14.700000,250.000000,250.000000,0.000000,0.000000,10.807487,17.000000,False
Tez Johnson,TB,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,14.700000,13.885714,14.700000,250.000000,250.000000,0.000000,0.000000,11.888889,17.000000,False
Jonathan Mingo,DAL,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DEVELOPING,SHORTENED_PRIOR_SEASON,UNKNOWN,14.700000,8.859710,14.700000,249.000000,249.000000,0.000000,0.000000,8.886957,17.000000,False
KaVontae Turpin,DAL,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,,UNKNOWN,14.700000,22.568644,14.700000,249.000000,249.000000,0.000000,0.000000,14.800000,17.000000,False
Barion Brown,NO,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,14.500000,,14.500000,247.000000,247.000000,0.000000,0.000000,,17.000000,False
Dohnte Meyers,CIN,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,14.500000,,14.500000,247.000000,247.000000,0.000000,0.000000,,17.000000,False
Ke'Shawn Williams,CIN,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,14.500000,5.451613,14.500000,247.000000,247.000000,0.000000,0.000000,9.434783,17.000000,False
Trey Palmer,NO,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,14.500000,,14.500000,247.000000,247.000000,0.000000,0.000000,,17.000000,False
Lil'Jordan Humphrey,DEN,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,14.400000,18.733920,14.400000,245.000000,245.000000,0.000000,0.000000,10.036364,17.000000,False
Marvin Mims Jr.,DEN,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ASCENDING,,UNKNOWN,14.400000,28.342460,14.400000,245.000000,245.000000,0.000000,0.000000,15.600000,17.000000,False
Dyami Brown,WAS,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,14.400000,19.008503,14.400000,244.000000,244.000000,0.000000,0.000000,13.438889,17.000000,False
Malachi Corley,CLE,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,14.300000,5.874479,14.300000,244.000000,244.000000,0.000000,0.000000,8.156322,17.000000,False
Treylon Burks,WAS,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,14.400000,12.954570,14.400000,244.000000,244.000000,0.000000,0.000000,7.385294,17.000000,False
Tylan Wallace,CLE,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,SHORTENED_PRIOR_SEASON|ROLE_DROP,UNKNOWN,14.300000,7.306078,14.300000,244.000000,244.000000,0.000000,0.000000,9.803659,17.000000,False
Darius Slayton,NYG,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,,UNKNOWN,14.300000,39.616464,14.300000,243.000000,243.000000,0.000000,0.000000,15.039831,17.000000,False
Odell Beckham Jr.,NYG,WR,receivingYards,ROTATIONAL,Ourlads depth chart,False,False,0.000000,,,,14.300000,,14.300000,243.000000,243.000000,0.000000,0.000000,,17.000000,False
Jared Wayne,HOU,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,14.300000,8.761905,14.300000,242.000000,242.000000,0.000000,0.000000,7.461538,17.000000,False
Xavier Hutchinson,HOU,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ASCENDING,,UNKNOWN,14.300000,25.249612,14.300000,242.000000,242.000000,0.000000,0.000000,14.844444,17.000000,False
Devin Duvernay,ARI,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,ESTABLISHED,RECENT_TEAM_CHANGE,UNKNOWN,14.100000,3.443639,14.100000,240.000000,240.000000,0.000000,0.000000,13.629091,17.000000,False
Simi Fehoko,ARI,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,DEVELOPING,SHORTENED_PRIOR_SEASON|RECENT_TEAM_CHANGE,UNKNOWN,14.100000,5.896499,14.100000,240.000000,240.000000,0.000000,0.000000,6.861111,17.000000,False
Chimere Dike,TEN,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,14.000000,36.927113,14.000000,239.000000,239.000000,0.000000,0.000000,16.172414,17.000000,False
Elic Ayomanor,TEN,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,,UNKNOWN,14.000000,38.503086,14.000000,239.000000,239.000000,0.000000,0.000000,15.571429,17.000000,False
Arian Smith,NYJ,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,LOW_SAMPLE,SHORTENED_PRIOR_SEASON,UNKNOWN,14.000000,6.545455,14.000000,237.000000,237.000000,0.000000,0.000000,10.600000,17.000000,False
Dareke Young,LV,WR,receivingYards,ROTATIONAL,Ourlads depth chart,True,False,0.000000,RETURNING_FROM_INJURY_OR_SHORTENED,SHORTENED_PRIOR_SEASON,UNKNOWN,13.900000,3.786494,13.900000,237.000000,237.000000,0.000000,0.000000,6.771429,17.000000,False
